# VHH-NNLO SMEFT scan points
# process: ZHH
# energy_tev: 13.6
# scan_axis: phiD
# fixed_wcs: phi=0,phiB=0,phiBox=0,phiD=0,phiQ3rd=0,phiW=0,phiWB=0,phid=0,phiq1st=0,phiq3st=0,phiu=0,tphi=0
#
phiD	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
-0.06766917293	0.289785761	0.395187775	1.363723923	0.9968622091	0.9969227725
-0.06466165414	0.289826301	0.3952419899	1.36372023	0.9970016665	0.9970595382
-0.06165413534	0.289866841	0.3952962049	1.363716538	0.9971411239	0.9971963038
-0.05864661654	0.2899073809	0.3953504198	1.363712847	0.9972805812	0.9973330695
-0.05563909774	0.2899479209	0.3954046348	1.363709157	0.9974200386	0.9974698352
-0.05263157895	0.2899884609	0.3954588497	1.363705468	0.997559496	0.9976066008
-0.04962406015	0.2900290008	0.3955130647	1.36370178	0.9976989533	0.9977433665
-0.04661654135	0.2900695408	0.3955672796	1.363698093	0.9978384107	0.9978801322
-0.04360902256	0.2901100808	0.3956214946	1.363694407	0.9979778681	0.9980168978
-0.04060150376	0.2901506207	0.3956757095	1.363690722	0.9981173255	0.9981536635
-0.03759398496	0.2901911607	0.3957299245	1.363687038	0.9982567828	0.9982904292
-0.03458646617	0.2902317007	0.3957841394	1.363683355	0.9983962402	0.9984271948
-0.03157894737	0.2902722406	0.3958383544	1.363679674	0.9985356976	0.9985639605
-0.02857142857	0.2903127806	0.3958925693	1.363675993	0.998675155	0.9987007262
-0.02556390977	0.2903533206	0.3959467843	1.363672313	0.9988146123	0.9988374918
-0.02255639098	0.2903938606	0.3960009992	1.363668634	0.9989540697	0.9989742575
-0.01954887218	0.2904344005	0.3960552142	1.363664957	0.9990935271	0.9991110232
-0.01654135338	0.2904749405	0.3961094291	1.36366128	0.9992329844	0.9992477888
-0.01353383459	0.2905154805	0.3961636441	1.363657604	0.9993724418	0.9993845545
-0.01052631579	0.2905560204	0.396217859	1.36365393	0.9995118992	0.9995213202
-0.007518796992	0.2905965604	0.396272074	1.363650256	0.9996513566	0.9996580858
-0.004511278195	0.2906371004	0.3963262889	1.363646584	0.9997908139	0.9997948515
-0.001503759398	0.2906776403	0.3963805039	1.363642912	0.9999302713	0.9999316172
0.001503759398	0.2907181803	0.3964347188	1.363639241	1.000069729	1.000068383
0.004511278195	0.2907587203	0.3964889338	1.363635572	1.000209186	1.000205148
0.007518796992	0.2907992602	0.3965431487	1.363631903	1.000348643	1.000341914
0.01052631579	0.2908398002	0.3965973637	1.363628236	1.000488101	1.00047868
0.01353383459	0.2908803402	0.3966515786	1.36362457	1.000627558	1.000615445
0.01654135338	0.2909208801	0.3967057936	1.363620904	1.000767016	1.000752211
0.01954887218	0.2909614201	0.3967600085	1.36361724	1.000906473	1.000888977
0.02255639098	0.2910019601	0.3968142235	1.363613576	1.00104593	1.001025742
0.02556390977	0.2910425	0.3968684385	1.363609914	1.001185388	1.001162508
0.02857142857	0.29108304	0.3969226534	1.363606253	1.001324845	1.001299274
0.03157894737	0.29112358	0.3969768684	1.363602592	1.001464302	1.001436039
0.03458646617	0.2911641199	0.3970310833	1.363598933	1.00160376	1.001572805
0.03759398496	0.2912046599	0.3970852983	1.363595275	1.001743217	1.001709571
0.04060150376	0.2912451999	0.3971395132	1.363591618	1.001882675	1.001846336
0.04360902256	0.2912857398	0.3971937282	1.363587961	1.002022132	1.001983102
0.04661654135	0.2913262798	0.3972479431	1.363584306	1.002161589	1.002119868
0.04962406015	0.2913668198	0.3973021581	1.363580652	1.002301047	1.002256633
0.05263157895	0.2914073597	0.397356373	1.363576999	1.002440504	1.002393399
0.05563909774	0.2914478997	0.397410588	1.363573347	1.002579961	1.002530165
0.05864661654	0.2914884397	0.3974648029	1.363569696	1.002719419	1.00266693
0.06165413534	0.2915289796	0.3975190179	1.363566045	1.002858876	1.002803696
0.06466165414	0.2915695196	0.3975732328	1.363562396	1.002998334	1.002940462
0.06766917293	0.2916100596	0.3976274478	1.363558748	1.003137791	1.003077227
0.07067669173	0.2916505995	0.3976816627	1.363555101	1.003277248	1.003213993
0.07368421053	0.2916911395	0.3977358777	1.363551455	1.003416706	1.003350759
