# VHH-NNLO SMEFT grid scan points
# process: ZHH
# energy_tev: 14.0
# scan_axes: phi,phiW
# windows: phi=[-15,5]; phiW=[-1,1]
# n_points_per_axis: 40
# n_points_total: 1600
# fixed_wcs: phi=0,phiB=0,phiBox=0,phiD=0,phiQ3rd=0,phiW=0,phiWB=0,phid=0,phiq1st=0,phiq3st=0,phiu=0,tphi=0
#
phi	phiW	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
-12.94871795	-0.4871794872	0.9416699637	1.203414358	1.277957676	3.082298057	2.883968907
-12.94871795	-0.4358974359	0.9744324442	1.242152879	1.274744993	3.189537041	2.976805334
-12.94871795	-0.3846153846	1.007194925	1.280891401	1.271741317	3.296776025	3.069641762
-12.94871795	-0.3333333333	1.039957405	1.319629922	1.268926895	3.404015009	3.16247819
-12.94871795	-0.2820512821	1.072719886	1.358368443	1.266284387	3.511253993	3.255314618
-12.94871795	-0.2307692308	1.105482366	1.397106964	1.263798506	3.618492977	3.348151045
-12.94871795	-0.1794871795	1.138244847	1.435845485	1.26145573	3.725731961	3.440987473
-12.94871795	-0.1282051282	1.171007327	1.474584006	1.259244047	3.832970944	3.533823901
-12.94871795	-0.07692307692	1.203769808	1.513322527	1.257152752	3.940209928	3.626660329
-12.94871795	-0.02564102564	1.236532289	1.552061048	1.255172277	4.047448912	3.719496756
-12.94871795	0.02564102564	1.269294769	1.590799569	1.25329404	4.154687896	3.812333184
-12.94871795	0.07692307692	1.30205725	1.62953809	1.251510324	4.26192688	3.905169612
-12.94871795	0.1282051282	1.33481973	1.668276611	1.249814168	4.369165864	3.99800604
-12.94871795	0.1794871795	1.367582211	1.707015132	1.248199281	4.476404848	4.090842468
-12.94871795	0.2307692308	1.400344691	1.745753653	1.246659957	4.583643832	4.183678895
-12.94871795	0.2820512821	1.433107172	1.784492174	1.245191015	4.690882816	4.276515323
-12.94871795	0.3333333333	1.465869652	1.823230695	1.243787735	4.7981218	4.369351751
-12.94871795	0.3846153846	1.498632133	1.861969216	1.242445811	4.905360784	4.462188179
-12.94871795	0.4358974359	1.531394613	1.900707737	1.241161305	5.012599768	4.555024606
-12.94871795	0.4871794872	1.564157094	1.939446258	1.239930609	5.119838752	4.647861034
-12.94871795	0.5384615385	1.596919575	1.978184779	1.238750411	5.227077736	4.740697462
-12.94871795	0.5897435897	1.629682055	2.0169233	1.237617665	5.33431672	4.83353389
-12.94871795	0.641025641	1.662444536	2.055661821	1.236529567	5.441555704	4.926370317
