# VHH-NNLO SMEFT scan points
# process: ZHH
# energy_tev: 14.0
# scan_axis: phiW
# fixed_wcs: phi=0,phiB=0,phiBox=0,phiD=0,phiQ3rd=0,phiW=0,phiWB=0,phid=0,phiq1st=0,phiq3st=0,phiu=0,tphi=0
#
phiW	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
0.6030075188	0.690751485	0.8727897405	1.263536539	2.260985316	2.091630747
0.6060150376	0.6926728937	0.8750616237	1.263311488	2.267274519	2.097075289
0.6090225564	0.6945943023	0.8773335069	1.263087682	2.273563723	2.102519832
0.6120300752	0.6965157109	0.8796053901	1.26286511	2.279852926	2.107964374
0.615037594	0.6984371196	0.8818772732	1.262643764	2.28614213	2.113408917
0.6180451128	0.7003585282	0.8841491564	1.262423631	2.292431333	2.118853459
0.6210526316	0.7022799368	0.8864210396	1.262204704	2.298720537	2.124298001
0.6240601504	0.7042013455	0.8886929228	1.261986971	2.305009741	2.129742544
0.6270676692	0.7061227541	0.890964806	1.261770423	2.311298944	2.135187086
0.630075188	0.7080441627	0.8932366892	1.26155505	2.317588148	2.140631629
0.6330827068	0.7099655714	0.8955085724	1.261340843	2.323877351	2.146076171
0.6360902256	0.71188698	0.8977804556	1.261127792	2.330166555	2.151520713
0.6390977444	0.7138083886	0.9000523388	1.260915889	2.336455758	2.156965256
0.6421052632	0.7157297973	0.9023242219	1.260705123	2.342744962	2.162409798
0.645112782	0.7176512059	0.9045961051	1.260495485	2.349034166	2.16785434
0.6481203008	0.7195726145	0.9068679883	1.260286968	2.355323369	2.173298883
0.6511278195	0.7214940232	0.9091398715	1.26007956	2.361612573	2.178743425
0.6541353383	0.7234154318	0.9114117547	1.259873255	2.367901776	2.184187968
0.6571428571	0.7253368404	0.9136836379	1.259668042	2.37419098	2.18963251
0.6601503759	0.7272582491	0.9159555211	1.259463914	2.380480183	2.195077052
0.6631578947	0.7291796577	0.9182274043	1.259260862	2.386769387	2.200521595
0.6661654135	0.7311010663	0.9204992874	1.259058877	2.393058591	2.205966137
0.6691729323	0.733022475	0.9227711706	1.258857951	2.399347794	2.211410679
0.6721804511	0.7349438836	0.9250430538	1.258658075	2.405636998	2.216855222
0.6751879699	0.7368652922	0.927314937	1.258459242	2.411926201	2.222299764
0.6781954887	0.7387867009	0.9295868202	1.258261443	2.418215405	2.227744307
0.6812030075	0.7407081095	0.9318587034	1.25806467	2.424504608	2.233188849
0.6842105263	0.7426295181	0.9341305866	1.257868915	2.430793812	2.238633391
0.6872180451	0.7445509268	0.9364024698	1.257674171	2.437083016	2.244077934
0.6902255639	0.7464723354	0.938674353	1.25748043	2.443372219	2.249522476
0.6932330827	0.748393744	0.9409462361	1.257287683	2.449661423	2.254967019
0.6962406015	0.7503151527	0.9432181193	1.257095923	2.455950626	2.260411561
0.6992481203	0.7522365613	0.9454900025	1.256905143	2.46223983	2.265856103
0.7022556391	0.7541579699	0.9477618857	1.256715335	2.468529033	2.271300646
0.7052631579	0.7560793786	0.9500337689	1.256526492	2.474818237	2.276745188
0.7082706767	0.7580007872	0.9523056521	1.256338606	2.481107441	2.28218973
0.7112781955	0.7599221958	0.9545775353	1.25615167	2.487396644	2.287634273
0.7142857143	0.7618436045	0.9568494185	1.255965677	2.493685848	2.293078815
0.7172932331	0.7637650131	0.9591213017	1.25578062	2.499975051	2.298523358
0.7203007519	0.7656864217	0.9613931848	1.255596492	2.506264255	2.3039679
0.7233082707	0.7676078304	0.963665068	1.255413285	2.512553458	2.309412442
0.7263157895	0.769529239	0.9659369512	1.255230994	2.518842662	2.314856985
0.7293233083	0.7714506476	0.9682088344	1.25504961	2.525131866	2.320301527
0.7323308271	0.7733720563	0.9704807176	1.254869128	2.531421069	2.325746069
0.7353383459	0.7752934649	0.9727526008	1.25468954	2.537710273	2.331190612
0.7383458647	0.7772148735	0.975024484	1.25451084	2.543999476	2.336635154
0.7413533835	0.7791362822	0.9772963672	1.254333022	2.55028868	2.342079697
0.7443609023	0.7810576908	0.9795682503	1.254156078	2.556577883	2.347524239
0.7473684211	0.7829790994	0.9818401335	1.253980003	2.562867087	2.352968781
0.7503759398	0.7849005081	0.9841120167	1.25380479	2.569156291	2.358413324
0.7533834586	0.7868219167	0.9863838999	1.253630433	2.575445494	2.363857866
0.7563909774	0.7887433253	0.9886557831	1.253456925	2.581734698	2.369302408
0.7593984962	0.790664734	0.9909276663	1.25328426	2.588023901	2.374746951
0.762406015	0.7925861426	0.9931995495	1.253112433	2.594313105	2.380191493
