# VHH-NNLO SMEFT scan points
# process: ZHH
# energy_tev: 14.0
# scan_axis: phiD
# fixed_wcs: phi=0,phiB=0,phiBox=0,phiD=0,phiQ3rd=0,phiW=0,phiWB=0,phid=0,phiq1st=0,phiq3st=0,phiu=0,tphi=0
#
phiD	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
0.7834586466	0.3166518749	0.4321912847	1.364878338	1.036472964	1.035741528
0.7864661654	0.3166946496	0.4322485366	1.364874769	1.036612976	1.035878732
0.7894736842	0.3167374244	0.4323057885	1.3648712	1.036752987	1.036015935
0.792481203	0.3167801991	0.4323630404	1.364867633	1.036892998	1.036153139
0.7954887218	0.3168229739	0.4324202924	1.364864066	1.03703301	1.036290343
0.7984962406	0.3168657486	0.4324775443	1.364860501	1.037173021	1.036427546
0.8015037594	0.3169085233	0.4325347962	1.364856936	1.037313033	1.03656475
0.8045112782	0.3169512981	0.4325920481	1.364853372	1.037453044	1.036701953
0.807518797	0.3169940728	0.4326493	1.36484981	1.037593055	1.036839157
0.8105263158	0.3170368476	0.4327065519	1.364846248	1.037733067	1.03697636
0.8135338346	0.3170796223	0.4327638038	1.364842687	1.037873078	1.037113564
0.8165413534	0.3171223971	0.4328210558	1.364839128	1.038013089	1.037250768
0.8195488722	0.3171651718	0.4328783077	1.364835569	1.038153101	1.037387971
0.822556391	0.3172079466	0.4329355596	1.364832011	1.038293112	1.037525175
0.8255639098	0.3172507213	0.4329928115	1.364828454	1.038433124	1.037662378
0.8285714286	0.317293496	0.4330500634	1.364824898	1.038573135	1.037799582
0.8315789474	0.3173362708	0.4331073153	1.364821343	1.038713146	1.037936785
0.8345864662	0.3173790455	0.4331645672	1.364817789	1.038853158	1.038073989
0.837593985	0.3174218203	0.4332218192	1.364814236	1.038993169	1.038211192
0.8406015038	0.317464595	0.4332790711	1.364810684	1.03913318	1.038348396
0.8436090226	0.3175073698	0.433336323	1.364807133	1.039273192	1.0384856
0.8466165414	0.3175501445	0.4333935749	1.364803583	1.039413203	1.038622803
0.8496240602	0.3175929192	0.4334508268	1.364800033	1.039553215	1.038760007
0.8526315789	0.317635694	0.4335080787	1.364796485	1.039693226	1.03889721
0.8556390977	0.3176784687	0.4335653306	1.364792938	1.039833237	1.039034414
0.8586466165	0.3177212435	0.4336225825	1.364789391	1.039973249	1.039171617
0.8616541353	0.3177640182	0.4336798345	1.364785846	1.04011326	1.039308821
0.8646616541	0.317806793	0.4337370864	1.364782302	1.040253272	1.039446025
0.8676691729	0.3178495677	0.4337943383	1.364778758	1.040393283	1.039583228
0.8706766917	0.3178923425	0.4338515902	1.364775216	1.040533294	1.039720432
0.8736842105	0.3179351172	0.4339088421	1.364771674	1.040673306	1.039857635
0.8766917293	0.3179778919	0.433966094	1.364768133	1.040813317	1.039994839
0.8796992481	0.3180206667	0.4340233459	1.364764594	1.040953328	1.040132042
0.8827067669	0.3180634414	0.4340805979	1.364761055	1.04109334	1.040269246
0.8857142857	0.3181062162	0.4341378498	1.364757517	1.041233351	1.040406449
0.8887218045	0.3181489909	0.4341951017	1.36475398	1.041373363	1.040543653
0.8917293233	0.3181917657	0.4342523536	1.364750444	1.041513374	1.040680857
0.8947368421	0.3182345404	0.4343096055	1.364746909	1.041653385	1.04081806
0.8977443609	0.3182773152	0.4343668574	1.364743375	1.041793397	1.040955264
0.9007518797	0.3183200899	0.4344241093	1.364739842	1.041933408	1.041092467
0.9037593985	0.3183628646	0.4344813612	1.36473631	1.042073419	1.041229671
0.9067669173	0.3184056394	0.4345386132	1.364732779	1.042213431	1.041366874
0.9097744361	0.3184484141	0.4345958651	1.364729249	1.042353442	1.041504078
0.9127819549	0.3184911889	0.434653117	1.36472572	1.042493454	1.041641282
0.9157894737	0.3185339636	0.4347103689	1.364722192	1.042633465	1.041778485
0.9187969925	0.3185767384	0.4347676208	1.364718664	1.042773476	1.041915689
0.9218045113	0.3186195131	0.4348248727	1.364715138	1.042913488	1.042052892
0.9248120301	0.3186622879	0.4348821246	1.364711612	1.043053499	1.042190096
0.9278195489	0.3187050626	0.4349393766	1.364708088	1.04319351	1.042327299
0.9308270677	0.3187478373	0.4349966285	1.364704564	1.043333522	1.042464503
0.9338345865	0.3187906121	0.4350538804	1.364701042	1.043473533	1.042601707
0.9368421053	0.3188333868	0.4351111323	1.36469752	1.043613545	1.04273891
0.9398496241	0.3188761616	0.4351683842	1.364693999	1.043753556	1.042876114
0.9428571429	0.3189189363	0.4352256361	1.36469048	1.043893567	1.043013317
0.9458646617	0.3189617111	0.435282888	1.364686961	1.044033579	1.043150521
0.9488721805	0.3190044858	0.43534014	1.364683443	1.04417359	1.043287724
0.9518796992	0.3190472605	0.4353973919	1.364679926	1.044313602	1.043424928
0.954887218	0.3190900353	0.4354546438	1.36467641	1.044453613	1.043562131
0.9578947368	0.31913281	0.4355118957	1.364672895	1.044593624	1.043699335
0.9609022556	0.3191755848	0.4355691476	1.364669381	1.044733636	1.043836539
0.9639097744	0.3192183595	0.4356263995	1.364665867	1.044873647	1.043973742
0.9669172932	0.3192611343	0.4356836514	1.364662355	1.045013658	1.044110946
0.969924812	0.319303909	0.4357409033	1.364658844	1.04515367	1.044248149
0.9729323308	0.3193466838	0.4357981553	1.364655334	1.045293681	1.044385353
0.9759398496	0.3193894585	0.4358554072	1.364651824	1.045433693	1.044522556
0.9789473684	0.3194322332	0.4359126591	1.364648316	1.045573704	1.04465976
0.9819548872	0.319475008	0.435969911	1.364644808	1.045713715	1.044796964
0.984962406	0.3195177827	0.4360271629	1.364641302	1.045853727	1.044934167
0.9879699248	0.3195605575	0.4360844148	1.364637796	1.045993738	1.045071371
0.9909774436	0.3196033322	0.4361416667	1.364634291	1.046133749	1.045208574
0.9939849624	0.319646107	0.4361989187	1.364630787	1.046273761	1.045345778
0.9969924812	0.3196888817	0.4362561706	1.364627285	1.046413772	1.045482981
1	0.3197316565	0.4363134225	1.364623783	1.046553784	1.045620185
