# VHH-NNLO SMEFT scan points
# process: WplusHH
# energy_tev: 13.6
# scan_axis: phiBox
# fixed_wcs: phi=0,phiBox=0,phiD=0,phiW=0,phiq3st=0
#
phiBox	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
-0.2686716792	0.2344083593	0.282726648	1.206128693	0.7900105211	0.7898446996
-0.2609022556	0.2362101513	0.2849020138	1.206137891	0.7960829781	0.7959219518
-0.2531328321	0.2380119433	0.2870773796	1.20614695	0.802155435	0.801999204
-0.2453634085	0.2398137354	0.2892527453	1.206155873	0.808227892	0.8080764561
-0.237593985	0.2416155274	0.2914281111	1.206164663	0.8143003489	0.8141537083
-0.2298245614	0.2434173195	0.2936034769	1.206173322	0.8203728059	0.8202309604
-0.2220551378	0.2452191115	0.2957788427	1.206181854	0.8264452628	0.8263082126
-0.2142857143	0.2470209036	0.2979542085	1.206190262	0.8325177198	0.8323854647
-0.2065162907	0.2488226956	0.3001295742	1.206198548	0.8385901767	0.8384627169
-0.1987468672	0.2506244876	0.30230494	1.206206715	0.8446626336	0.844539969
-0.1909774436	0.2524262797	0.3044803058	1.206214766	0.8507350906	0.8506172212
-0.1832080201	0.2542280717	0.3066556716	1.206222702	0.8568075475	0.8566944734
-0.1754385965	0.2560298638	0.3088310374	1.206230527	0.8628800045	0.8627717255
-0.1676691729	0.2578316558	0.3110064031	1.206238242	0.8689524614	0.8688489777
-0.1598997494	0.2596334478	0.3131817689	1.20624585	0.8750249184	0.8749262298
-0.1521303258	0.2614352399	0.3153571347	1.206253353	0.8810973753	0.881003482
-0.1443609023	0.2632370319	0.3175325005	1.206260754	0.8871698323	0.8870807341
-0.1365914787	0.265038824	0.3197078663	1.206268053	0.8932422892	0.8931579863
-0.1288220551	0.266840616	0.321883232	1.206275255	0.8993147461	0.8992352384
-0.1210526316	0.268642408	0.3240585978	1.206282359	0.9053872031	0.9053124906
-0.113283208	0.2704442001	0.3262339636	1.206289369	0.91145966	0.9113897428
-0.1055137845	0.2722459921	0.3284093294	1.206296287	0.917532117	0.9174669949
-0.0977443609	0.2740477842	0.3305846952	1.206303113	0.9236045739	0.9235442471
-0.08997493734	0.2758495762	0.3327600609	1.20630985	0.9296770309	0.9296214992
-0.08220551378	0.2776513682	0.3349354267	1.2063165	0.9357494878	0.9356987514
-0.07443609023	0.2794531603	0.3371107925	1.206323064	0.9418219448	0.9417760035
-0.06666666667	0.2812549523	0.3392861583	1.206329544	0.9478944017	0.9478532557
-0.05889724311	0.2830567444	0.3414615241	1.206335941	0.9539668586	0.9539305079
-0.05112781955	0.2848585364	0.3436368898	1.206342257	0.9600393156	0.96000776
-0.04335839599	0.2866603284	0.3458122556	1.206348494	0.9661117725	0.9660850122
-0.03558897243	0.2884621205	0.3479876214	1.206354653	0.9721842295	0.9721622643
-0.02781954887	0.2902639125	0.3501629872	1.206360736	0.9782566864	0.9782395165
-0.02005012531	0.2920657046	0.352338353	1.206366744	0.9843291434	0.9843167686
-0.01228070175	0.2938674966	0.3545137187	1.206372678	0.9904016003	0.9903940208
-0.004511278195	0.2956692887	0.3566890845	1.206378539	0.9964740573	0.9964712729
0.003258145363	0.2974710807	0.3588644503	1.20638433	1.002546514	1.002548525
0.01102756892	0.2992728727	0.3610398161	1.206390051	1.008618971	1.008625777
0.01879699248	0.3010746648	0.3632151819	1.206395703	1.014691428	1.014703029
0.02656641604	0.3028764568	0.3653905476	1.206401288	1.020763885	1.020780282
0.0343358396	0.3046782489	0.3675659134	1.206406807	1.026836342	1.026857534
0.04210526316	0.3064800409	0.3697412792	1.206412261	1.032908799	1.032934786
0.04987468672	0.3082818329	0.371916645	1.206417652	1.038981256	1.039012038
0.05764411028	0.310083625	0.3740920108	1.20642298	1.045053713	1.04508929
0.06541353383	0.311885417	0.3762673765	1.206428246	1.05112617	1.051166542
0.07318295739	0.3136872091	0.3784427423	1.206433452	1.057198627	1.057243795
0.08095238095	0.3154890011	0.3806181081	1.206438598	1.063271084	1.063321047
0.08872180451	0.3172907931	0.3827934739	1.206443686	1.069343541	1.069398299
0.09649122807	0.3190925852	0.3849688397	1.206448716	1.075415998	1.075475551
0.1042606516	0.3208943772	0.3871442054	1.20645369	1.081488454	1.081552803
0.1120300752	0.3226961693	0.3893195712	1.206458608	1.087560911	1.087630055
0.1197994987	0.3244979613	0.391494937	1.206463472	1.093633368	1.093707307
0.1275689223	0.3262997533	0.3936703028	1.206468282	1.099705825	1.09978456
0.1353383459	0.3281015454	0.3958456686	1.206473039	1.105778282	1.105861812
0.1431077694	0.3299033374	0.3980210343	1.206477744	1.111850739	1.111939064
0.150877193	0.3317051295	0.4001964001	1.206482398	1.117923196	1.118016316
0.1586466165	0.3335069215	0.4023717659	1.206487002	1.123995653	1.124093568
0.1664160401	0.3353087136	0.4045471317	1.206491556	1.13006811	1.13017082
0.1741854637	0.3371105056	0.4067224975	1.206496062	1.136140567	1.136248073
0.1819548872	0.3389122976	0.4088978632	1.20650052	1.142213024	1.142325325
0.1897243108	0.3407140897	0.411073229	1.20650493	1.148285481	1.148402577
0.1974937343	0.3425158817	0.4132485948	1.206509294	1.154357938	1.154479829
0.2052631579	0.3443176738	0.4154239606	1.206513613	1.160430395	1.160557081
0.2130325815	0.3461194658	0.4175993264	1.206517887	1.166502852	1.166634333
0.220802005	0.3479212578	0.4197746921	1.206522116	1.172575309	1.172711585
0.2285714286	0.3497230499	0.4219500579	1.206526302	1.178647766	1.178788838
0.2363408521	0.3515248419	0.4241254237	1.206530444	1.184720223	1.18486609
0.2441102757	0.353326634	0.4263007895	1.206534545	1.190792679	1.190943342
0.2518796992	0.355128426	0.4284761553	1.206538604	1.196865136	1.197020594
0.2596491228	0.356930218	0.430651521	1.206542622	1.202937593	1.203097846
0.2674185464	0.3587320101	0.4328268868	1.206546599	1.20901005	1.209175098
0.2751879699	0.3605338021	0.4350022526	1.206550537	1.215082507	1.215252351
0.2829573935	0.3623355942	0.4371776184	1.206554436	1.221154964	1.221329603
0.290726817	0.3641373862	0.4393529842	1.206558296	1.227227421	1.227406855
0.2984962406	0.3659391782	0.4415283499	1.206562118	1.233299878	1.233484107
0.3062656642	0.3677409703	0.4437037157	1.206565903	1.239372335	1.239561359
0.3140350877	0.3695427623	0.4458790815	1.20656965	1.245444792	1.245638611
0.3218045113	0.3713445544	0.4480544473	1.206573362	1.251517249	1.251715863
0.3295739348	0.3731463464	0.4502298131	1.206577037	1.257589706	1.257793116
0.3373433584	0.3749481384	0.4524051788	1.206580677	1.263662163	1.263870368
0.345112782	0.3767499305	0.4545805446	1.206584283	1.26973462	1.26994762
0.3528822055	0.3785517225	0.4567559104	1.206587854	1.275807077	1.276024872
0.3606516291	0.3803535146	0.4589312762	1.206591391	1.281879534	1.282102124
0.3684210526	0.3821553066	0.461106642	1.206594895	1.287951991	1.288179376
0.3761904762	0.3839570987	0.4632820077	1.206598366	1.294024448	1.294256629
0.3839598997	0.3857588907	0.4654573735	1.206601804	1.300096904	1.300333881
0.3917293233	0.3875606827	0.4676327393	1.206605211	1.306169361	1.306411133
0.3994987469	0.3893624748	0.4698081051	1.206608586	1.312241818	1.312488385
0.4072681704	0.3911642668	0.4719834709	1.20661193	1.318314275	1.318565637
0.415037594	0.3929660589	0.4741588366	1.206615243	1.324386732	1.324642889
0.4228070175	0.3947678509	0.4763342024	1.206618526	1.330459189	1.330720142
0.4305764411	0.3965696429	0.4785095682	1.206621779	1.336531646	1.336797394
0.4383458647	0.398371435	0.480684934	1.206625003	1.342604103	1.342874646
0.4461152882	0.400173227	0.4828602998	1.206628198	1.34867656	1.348951898
0.4538847118	0.4019750191	0.4850356655	1.206631364	1.354749017	1.35502915
0.4616541353	0.4037768111	0.4872110313	1.206634502	1.360821474	1.361106402
0.4694235589	0.4055786031	0.4893863971	1.206637612	1.366893931	1.367183654
0.4771929825	0.4073803952	0.4915617629	1.206640694	1.372966388	1.373260907
0.484962406	0.4091821872	0.4937371287	1.20664375	1.379038845	1.379338159
0.4927318296	0.4109839793	0.4959124944	1.206646778	1.385111302	1.385415411
0.5005012531	0.4127857713	0.4980878602	1.20664978	1.391183759	1.391492663
0.5082706767	0.4145875633	0.500263226	1.206652756	1.397256216	1.397569915
0.5160401003	0.4163893554	0.5024385918	1.206655706	1.403328673	1.403647167
0.5238095238	0.4181911474	0.5046139576	1.206658631	1.409401129	1.40972442
0.5315789474	0.4199929395	0.5067893233	1.206661531	1.415473586	1.415801672
