# VHH-NNLO SMEFT scan points
# process: WplusHH
# energy_tev: 13.6
# scan_axis: phi
# fixed_wcs: phi=0,phiBox=0,phiD=0,phiW=0,phiq3st=0
#
phi	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
-6.203007519	0.7593534713	0.9144205075	1.204209294	2.559197263	2.554588314
-6.157894737	0.7559888314	0.9103734652	1.204215496	2.547857647	2.543282217
-6.112781955	0.7526241916	0.906326423	1.204221753	2.536518031	2.53197612
-6.067669173	0.7492595517	0.9022793808	1.204228066	2.525178414	2.520670024
-6.022556391	0.7458949118	0.8982323385	1.204234436	2.513838798	2.509363927
-5.977443609	0.742530272	0.8941852963	1.204240864	2.502499181	2.49805783
-5.932330827	0.7391656321	0.890138254	1.20424735	2.491159565	2.486751733
-5.887218045	0.7358009923	0.8860912118	1.204253896	2.479819948	2.475445636
-5.842105263	0.7324363524	0.8820441696	1.204260502	2.468480332	2.464139539
-5.796992481	0.7290717125	0.8779971273	1.204267169	2.457140715	2.452833443
-5.751879699	0.7257070727	0.8739500851	1.204273898	2.445801099	2.441527346
-5.706766917	0.7223424328	0.8699030429	1.204280689	2.434461482	2.430221249
-5.661654135	0.718977793	0.8658560006	1.204287544	2.423121866	2.418915152
-5.616541353	0.7156131531	0.8618089584	1.204294464	2.411782249	2.407609055
-5.571428571	0.7122485132	0.8577619162	1.204301448	2.400442633	2.396302958
-5.526315789	0.7088838734	0.8537148739	1.2043085	2.389103017	2.384996862
-5.481203008	0.7055192335	0.8496678317	1.204315618	2.3777634	2.373690765
-5.436090226	0.7021545937	0.8456207895	1.204322805	2.366423784	2.362384668
-5.390977444	0.6987899538	0.8415737472	1.20433006	2.355084167	2.351078571
-5.345864662	0.6954253139	0.837526705	1.204337386	2.343744551	2.339772474
-5.30075188	0.6920606741	0.8334796628	1.204344784	2.332404934	2.328466377
-5.255639098	0.6886960342	0.8294326205	1.204352253	2.321065318	2.317160281
-5.210526316	0.6853313944	0.8253855783	1.204359796	2.309725701	2.305854184
-5.165413534	0.6819667545	0.8213385361	1.204367413	2.298386085	2.294548087
-5.120300752	0.6786021146	0.8172914938	1.204375106	2.287046468	2.28324199
-5.07518797	0.6752374748	0.8132444516	1.204382876	2.275706852	2.271935893
-5.030075188	0.6718728349	0.8091974093	1.204390723	2.264367235	2.260629797
-4.984962406	0.668508195	0.8051503671	1.204398649	2.253027619	2.2493237
-4.939849624	0.6651435552	0.8011033249	1.204406656	2.241688003	2.238017603
-4.894736842	0.6617789153	0.7970562826	1.204414744	2.230348386	2.226711506
-4.84962406	0.6584142755	0.7930092404	1.204422914	2.21900877	2.215405409
-4.804511278	0.6550496356	0.7889621982	1.204431169	2.207669153	2.204099312
-4.759398496	0.6516849957	0.7849151559	1.204439508	2.196329537	2.192793216
-4.714285714	0.6483203559	0.7808681137	1.204447935	2.18498992	2.181487119
-4.669172932	0.644955716	0.7768210715	1.204456449	2.173650304	2.170181022
-4.62406015	0.6415910762	0.7727740292	1.204465052	2.162310687	2.158874925
-4.578947368	0.6382264363	0.768726987	1.204473747	2.150971071	2.147568828
-4.533834586	0.6348617964	0.7646799448	1.204482533	2.139631454	2.136262731
