# VHH-NNLO SMEFT scan points
# process: WplusHH
# energy_tev: 13.6
# scan_axis: phiq3st
# fixed_wcs: phi=0,phiBox=0,phiD=0,phiW=0,phiq3st=0
#
phiq3st	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
0.04022556391	1.291549419	1.579464308	1.222922084	4.352821004	4.412500627
0.04037593985	1.295268425	1.584030708	1.222936249	4.365354914	4.425257639
0.04052631579	1.29898743	1.588597108	1.222950332	4.377888825	4.438014651
0.04067669173	1.302706435	1.593163509	1.222964335	4.390422735	4.450771662
0.04082706767	1.306425441	1.597729909	1.222978258	4.402956645	4.463528674
0.04097744361	1.310144446	1.60229631	1.222992102	4.415490555	4.476285686
0.04112781955	1.313863451	1.60686271	1.223005868	4.428024466	4.489042698
0.04127819549	1.317582457	1.61142911	1.223019556	4.440558376	4.501799709
0.04142857143	1.321301462	1.615995511	1.223033167	4.453092286	4.514556721
0.04157894737	1.325020467	1.620561911	1.223046701	4.465626197	4.527313733
0.04172932331	1.328739473	1.625128312	1.22306016	4.478160107	4.540070744
0.04187969925	1.332458478	1.629694712	1.223073543	4.490694017	4.552827756
0.04203007519	1.336177483	1.634261112	1.223086853	4.503227927	4.565584768
0.04218045113	1.339896489	1.638827513	1.223100088	4.515761838	4.578341779
0.04233082707	1.343615494	1.643393913	1.22311325	4.528295748	4.591098791
0.04248120301	1.347334499	1.647960314	1.223126339	4.540829658	4.603855803
0.04263157895	1.351053505	1.652526714	1.223139356	4.553363569	4.616612814
0.04278195489	1.35477251	1.657093114	1.223152302	4.565897479	4.629369826
0.04293233083	1.358491515	1.661659515	1.223165177	4.578431389	4.642126838
0.04308270677	1.362210521	1.666225915	1.223177982	4.5909653	4.65488385
0.04323308271	1.365929526	1.670792316	1.223190717	4.60349921	4.667640861
0.04338345865	1.369648531	1.675358716	1.223203382	4.61603312	4.680397873
0.04353383459	1.373367537	1.679925117	1.223215979	4.62856703	4.693154885
0.04368421053	1.377086542	1.684491517	1.223228509	4.641100941	4.705911896
0.04383458647	1.380805547	1.689057917	1.22324097	4.653634851	4.718668908
0.04398496241	1.384524553	1.693624318	1.223253365	4.666168761	4.73142592
0.04413533835	1.388243558	1.698190718	1.223265693	4.678702672	4.744182931
0.04428571429	1.391962563	1.702757119	1.223277955	4.691236582	4.756939943
0.04443609023	1.395681569	1.707323519	1.223290152	4.703770492	4.769696955
0.04458646617	1.399400574	1.711889919	1.223302285	4.716304403	4.782453966
0.04473684211	1.403119579	1.71645632	1.223314352	4.728838313	4.795210978
0.04488721805	1.406838585	1.72102272	1.223326357	4.741372223	4.80796799
0.04503759398	1.41055759	1.725589121	1.223338297	4.753906133	4.820725001
0.04518796992	1.414276595	1.730155521	1.223350175	4.766440044	4.833482013
0.04533834586	1.417995601	1.734721921	1.223361991	4.778973954	4.846239025
0.0454887218	1.421714606	1.739288322	1.223373745	4.791507864	4.858996037
0.04563909774	1.425433611	1.743854722	1.223385437	4.804041775	4.871753048
0.04578947368	1.429152617	1.748421123	1.223397069	4.816575685	4.88451006
0.04593984962	1.432871622	1.752987523	1.22340864	4.829109595	4.897267072
0.04609022556	1.436590627	1.757553923	1.223420152	4.841643505	4.910024083
0.0462406015	1.440309633	1.762120324	1.223431604	4.854177416	4.922781095
0.04639097744	1.444028638	1.766686724	1.223442997	4.866711326	4.935538107
0.04654135338	1.447747643	1.771253125	1.223454331	4.879245236	4.948295118
0.04669172932	1.451466649	1.775819525	1.223465607	4.891779147	4.96105213
0.04684210526	1.455185654	1.780385925	1.223476826	4.904313057	4.973809142
0.0469924812	1.45890466	1.784952326	1.223487987	4.916846967	4.986566153
0.04714285714	1.462623665	1.789518726	1.223499092	4.929380878	4.999323165
0.04729323308	1.46634267	1.794085127	1.223510141	4.941914788	5.012080177
0.04744360902	1.470061676	1.798651527	1.223521133	4.954448698	5.024837189
0.04759398496	1.473780681	1.803217927	1.22353207	4.966982608	5.0375942
0.0477443609	1.477499686	1.807784328	1.223542952	4.979516519	5.050351212
0.04789473684	1.481218692	1.812350728	1.223553779	4.992050429	5.063108224
0.04804511278	1.484937697	1.816917129	1.223564552	5.004584339	5.075865235
0.04819548872	1.488656702	1.821483529	1.223575272	5.01711825	5.088622247
0.04834586466	1.492375708	1.826049929	1.223585938	5.02965216	5.101379259
0.0484962406	1.496094713	1.83061633	1.22359655	5.04218607	5.11413627
0.04864661654	1.499813718	1.83518273	1.223607111	5.05471998	5.126893282
0.04879699248	1.503532724	1.839749131	1.223617618	5.067253891	5.139650294
0.04894736842	1.507251729	1.844315531	1.223628075	5.079787801	5.152407305
0.04909774436	1.510970734	1.848881931	1.223638479	5.092321711	5.165164317
0.0492481203	1.51468974	1.853448332	1.223648833	5.104855622	5.177921329
0.04939849624	1.518408745	1.858014732	1.223659135	5.117389532	5.190678341
0.04954887218	1.52212775	1.862581133	1.223669388	5.129923442	5.203435352
0.04969924812	1.525846756	1.867147533	1.22367959	5.142457353	5.216192364
0.04984962406	1.529565761	1.871713933	1.223689743	5.154991263	5.228949376
0.05	1.533284766	1.876280334	1.223699847	5.167525173	5.241706387
