# VHH-NNLO SMEFT grid scan points
# process: ZHH
# energy_tev: 13.6
# scan_axes: phi,phiW
# windows: phi=[-15,5]; phiW=[-1,1]
# n_points_per_axis: 40
# n_points_total: 1600
# fixed_wcs: phi=0,phiB=0,phiBox=0,phiD=0,phiQ3rd=0,phiW=0,phiWB=0,phid=0,phiq1st=0,phiq3st=0,phiu=0,tphi=0
#
phi	phiW	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
-12.43589744	0.07692307692	1.190636192	1.492357039	1.253411452	4.095785178	3.764703291
-12.43589744	0.1282051282	1.212573369	1.518323685	1.252149952	4.171249003	3.830208205
-12.43589744	0.1794871795	1.234510545	1.544290332	1.250933286	4.246712828	3.895713118
-12.43589744	0.2307692308	1.256447721	1.570256978	1.249759104	4.322176652	3.961218032
-12.43589744	0.2820512821	1.278384897	1.596223624	1.248625221	4.397640477	4.026722945
-12.43589744	0.3333333333	1.300322073	1.622190271	1.247529596	4.473104302	4.092227859
-12.43589744	0.3846153846	1.322259249	1.648156917	1.246470326	4.548568127	4.157732772
-12.43589744	0.4358974359	1.344196425	1.674123563	1.24544563	4.624031951	4.223237686
-12.43589744	0.4871794872	1.366133602	1.70009021	1.244453842	4.699495776	4.288742599
-12.43589744	0.5384615385	1.388070778	1.726056856	1.243493404	4.774959601	4.354247513
-12.43589744	0.5897435897	1.410007954	1.752023502	1.24256285	4.850423425	4.419752426
-12.43589744	0.641025641	1.43194513	1.777990149	1.241660809	4.92588725	4.48525734
-12.43589744	0.6923076923	1.453882306	1.803956795	1.240785989	5.001351075	4.550762254
-12.43589744	0.7435897436	1.475819482	1.829923441	1.239937176	5.0768149	4.616267167
-12.43589744	0.7948717949	1.497756658	1.855890087	1.239113228	5.152278724	4.681772081
-12.43589744	0.8461538462	1.519693835	1.881856734	1.238313067	5.227742549	4.747276994
-12.43589744	0.8974358974	1.541631011	1.90782338	1.237535679	5.303206374	4.812781908
-12.43589744	0.9487179487	1.563568187	1.933790026	1.236780105	5.378670198	4.878286821
-12.43589744	1	1.585505363	1.959756673	1.236045439	5.454134023	4.943791735
-11.92307692	-1	0.6942015751	0.9034698601	1.301451758	2.38805148	2.279143574
-11.92307692	-0.9487179487	0.7161387512	0.9294365064	1.297844174	2.463515305	2.344648487
-11.92307692	-0.8974358974	0.7380759274	0.9554031527	1.294451041	2.53897913	2.410153401
-11.92307692	-0.8461538462	0.7600131035	0.981369799	1.291253788	2.614442955	2.475658314
-11.92307692	-0.7948717949	0.7819502796	1.007336445	1.288235929	2.689906779	2.541163228
-11.92307692	-0.7435897436	0.8038874558	1.033303092	1.285382779	2.765370604	2.606668142
-11.92307692	-0.6923076923	0.8258246319	1.059269738	1.28268121	2.840834429	2.672173055
-11.92307692	-0.641025641	0.8477618081	1.085236384	1.280119456	2.916298253	2.737677969
-11.92307692	-0.5897435897	0.8696989842	1.111203031	1.277686936	2.991762078	2.803182882
-11.92307692	-0.5384615385	0.8916361604	1.137169677	1.275374113	3.067225903	2.868687796
-11.92307692	-0.4871794872	0.9135733365	1.163136323	1.273172362	3.142689728	2.934192709
-11.92307692	-0.4358974359	0.9355105127	1.189102969	1.271073872	3.218153552	2.999697623
-11.92307692	-0.3846153846	0.9574476888	1.215069616	1.269071543	3.293617377	3.065202536
-11.92307692	-0.3333333333	0.979384865	1.241036262	1.267158914	3.369081202	3.13070745
-11.92307692	-0.2820512821	1.001322041	1.267002908	1.26533009	3.444545026	3.196212363
-11.92307692	-0.2307692308	1.023259217	1.292969555	1.26357968	3.520008851	3.261717277
-11.92307692	-0.1794871795	1.045196393	1.318936201	1.261902748	3.595472676	3.327222191
-11.92307692	-0.1282051282	1.06713357	1.344902847	1.260294761	3.6709365	3.392727104
-11.92307692	-0.07692307692	1.089070746	1.370869494	1.258751554	3.746400325	3.458232018
-11.92307692	-0.02564102564	1.111007922	1.39683614	1.257269289	3.82186415	3.523736931
-11.92307692	0.02564102564	1.132945098	1.422802786	1.255844426	3.897327975	3.589241845
-11.92307692	0.07692307692	1.154882274	1.448769433	1.254473694	3.972791799	3.654746758
-11.92307692	0.1282051282	1.17681945	1.474736079	1.253154066	4.048255624	3.720251672
-11.92307692	0.1794871795	1.198756626	1.500702725	1.251882736	4.123719449	3.785756585
-11.92307692	0.2307692308	1.220693803	1.526669372	1.2506571	4.199183273	3.851261499
-11.92307692	0.2820512821	1.242630979	1.552636018	1.249474739	4.274647098	3.916766412
-11.92307692	0.3333333333	1.264568155	1.578602664	1.2483334	4.350110923	3.982271326
-11.92307692	0.3846153846	1.286505331	1.60456931	1.247230984	4.425574748	4.047776239
-11.92307692	0.4358974359	1.308442507	1.630535957	1.246165535	4.501038572	4.113281153
-11.92307692	0.4871794872	1.330379683	1.656502603	1.245135223	4.576502397	4.178786067
-11.92307692	0.5384615385	1.352316859	1.682469249	1.244138338	4.651966222	4.24429098
-11.92307692	0.5897435897	1.374254036	1.708435896	1.243173279	4.727430046	4.309795894
-11.92307692	0.641025641	1.396191212	1.734402542	1.242238547	4.802893871	4.375300807
-11.92307692	0.6923076923	1.418128388	1.760369188	1.241332734	4.878357696	4.440805721
-11.92307692	0.7435897436	1.440065564	1.786335835	1.240454518	4.953821521	4.506310634
-11.92307692	0.7948717949	1.46200274	1.812302481	1.239602657	5.029285345	4.571815548
-11.92307692	0.8461538462	1.483939916	1.838269127	1.238775982	5.10474917	4.637320461
-11.92307692	0.8974358974	1.505877092	1.864235774	1.237973393	5.180212995	4.702825375
-11.92307692	0.9487179487	1.527814269	1.89020242	1.237193852	5.255676819	4.768330288
-11.92307692	1	1.549751445	1.916169066	1.23643638	5.331140644	4.833835202
-11.41025641	-1	0.6584476568	0.8598822535	1.305923477	2.265058101	2.169187041
-11.41025641	-0.9487179487	0.6803848329	0.8858488999	1.301982139	2.340521926	2.234691955
-11.41025641	-0.8974358974	0.7023220091	0.9118155462	1.298287017	2.415985751	2.300196868
-11.41025641	-0.8461538462	0.7242591852	0.9377821925	1.294815739	2.491449576	2.365701782
-11.41025641	-0.7948717949	0.7461963614	0.9637488388	1.291548564	2.5669134	2.431206695
-11.41025641	-0.7435897436	0.7681335375	0.9897154851	1.288468003	2.642377225	2.496711609
-11.41025641	-0.6923076923	0.7900707137	1.015682131	1.285558512	2.71784105	2.562216522
-11.41025641	-0.641025641	0.8120078898	1.041648778	1.282806227	2.793304874	2.627721436
-11.41025641	-0.5897435897	0.833945066	1.067615424	1.280198742	2.868768699	2.693226349
