# VHH-NNLO SMEFT scan points
# process: ZHH
# energy_tev: 13.6
# scan_axis: phiW
# fixed_wcs: phi=0,phiB=0,phiBox=0,phiD=0,phiQ3rd=0,phiW=0,phiWB=0,phid=0,phiq1st=0,phiq3st=0,phiu=0,tphi=0
#
phiW	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
0.698245614	0.5893898824	0.7499640009	1.272441254	2.02749955	1.891901112
0.701754386	0.590890847	0.7517406661	1.272215791	2.032662864	1.896383027
0.7052631579	0.5923918117	0.7535173314	1.27199147	2.037826179	1.900864943
0.7087719298	0.5938927764	0.7552939967	1.271768283	2.042989493	1.905346858
0.7122807018	0.5953937411	0.757070662	1.271546222	2.048152807	1.909828773
0.7157894737	0.5968947058	0.7588473272	1.271325277	2.053316122	1.914310688
0.7192982456	0.5983956705	0.7606239925	1.271105441	2.058479436	1.918792603
0.7228070175	0.5998966351	0.7624006578	1.270886705	2.06364275	1.923274518
0.7263157895	0.6013975998	0.7641773231	1.27066906	2.068806065	1.927756433
0.7298245614	0.6028985645	0.7659539883	1.2704525	2.073969379	1.932238349
0.7333333333	0.6043995292	0.7677306536	1.270237015	2.079132693	1.936720264
0.7368421053	0.6059004939	0.7695073189	1.270022597	2.084296008	1.941202179
0.7403508772	0.6074014586	0.7712839841	1.269809239	2.089459322	1.945684094
0.7438596491	0.6089024232	0.7730606494	1.269596934	2.094622636	1.950166009
0.7473684211	0.6104033879	0.7748373147	1.269385672	2.099785951	1.954647924
0.750877193	0.6119043526	0.77661398	1.269175447	2.104949265	1.959129839
0.7543859649	0.6134053173	0.7783906452	1.26896625	2.110112579	1.963611754
0.7578947368	0.614906282	0.7801673105	1.268758075	2.115275894	1.96809367
0.7614035088	0.6164072467	0.7819439758	1.268550913	2.120439208	1.972575585
0.7649122807	0.6179082113	0.7837206411	1.268344758	2.125602522	1.9770575
0.7684210526	0.619409176	0.7854973063	1.268139603	2.130765837	1.981539415
0.7719298246	0.6209101407	0.7872739716	1.267935439	2.135929151	1.98602133
0.7754385965	0.6224111054	0.7890506369	1.267732259	2.141092465	1.990503245
0.7789473684	0.6239120701	0.7908273022	1.267530058	2.14625578	1.99498516
0.7824561404	0.6254130348	0.7926039674	1.267328827	2.151419094	1.999467076
0.7859649123	0.6269139994	0.7943806327	1.267128559	2.156582408	2.003948991
0.7894736842	0.6284149641	0.796157298	1.266929248	2.161745722	2.008430906
0.7929824561	0.6299159288	0.7979339633	1.266730887	2.166909037	2.012912821
0.7964912281	0.6314168935	0.7997106285	1.266533469	2.172072351	2.017394736
0.8	0.6329178582	0.8014872938	1.266336987	2.177235665	2.021876651
0.8035087719	0.6344188229	0.8032639591	1.266141435	2.18239898	2.026358566
0.8070175439	0.6359197875	0.8050406243	1.265946807	2.187562294	2.030840482
0.8105263158	0.6374207522	0.8068172896	1.265753094	2.192725608	2.035322397
0.8140350877	0.6389217169	0.8085939549	1.265560292	2.197888923	2.039804312
0.8175438596	0.6404226816	0.8103706202	1.265368394	2.203052237	2.044286227
0.8210526316	0.6419236463	0.8121472854	1.265177393	2.208215551	2.048768142
0.8245614035	0.643424611	0.8139239507	1.264987283	2.213378866	2.053250057
0.8280701754	0.6449255756	0.815700616	1.264798059	2.21854218	2.057731972
0.8315789474	0.6464265403	0.8174772813	1.264609712	2.223705494	2.062213887
0.8350877193	0.647927505	0.8192539465	1.264422239	2.228868809	2.066695803
0.8385964912	0.6494284697	0.8210306118	1.264235632	2.234032123	2.071177718
0.8421052632	0.6509294344	0.8228072771	1.264049886	2.239195437	2.075659633
0.8456140351	0.6524303991	0.8245839424	1.263864994	2.244358752	2.080141548
0.849122807	0.6539313637	0.8263606076	1.263680951	2.249522066	2.084623463
0.8526315789	0.6554323284	0.8281372729	1.263497751	2.25468538	2.089105378
0.8561403509	0.6569332931	0.8299139382	1.263315388	2.259848695	2.093587293
0.8596491228	0.6584342578	0.8316906035	1.263133857	2.265012009	2.098069209
0.8631578947	0.6599352225	0.8334672687	1.262953151	2.270175323	2.102551124
0.8666666667	0.6614361872	0.835243934	1.262773266	2.275338638	2.107033039
0.8701754386	0.6629371519	0.8370205993	1.262594195	2.280501952	2.111514954
0.8736842105	0.6644381165	0.8387972646	1.262415933	2.285665266	2.115996869
0.8771929825	0.6659390812	0.8405739298	1.262238474	2.290828581	2.120478784
0.8807017544	0.6674400459	0.8423505951	1.262061814	2.295991895	2.124960699
0.8842105263	0.6689410106	0.8441272604	1.261885947	2.301155209	2.129442615
0.8877192982	0.6704419753	0.8459039256	1.261710867	2.306318523	2.13392453
0.8912280702	0.67194294	0.8476805909	1.261536569	2.311481838	2.138406445
0.8947368421	0.6734439046	0.8494572562	1.261363048	2.316645152	2.14288836
0.898245614	0.6749448693	0.8512339215	1.261190299	2.321808466	2.147370275
0.901754386	0.676445834	0.8530105867	1.261018316	2.326971781	2.15185219
0.9052631579	0.6779467987	0.854787252	1.260847095	2.332135095	2.156334105
0.9087719298	0.6794477634	0.8565639173	1.260676631	2.337298409	2.16081602
0.9122807018	0.6809487281	0.8583405826	1.260506918	2.342461724	2.165297936
0.9157894737	0.6824496927	0.8601172478	1.260337952	2.347625038	2.169779851
0.9192982456	0.6839506574	0.8618939131	1.260169727	2.352788352	2.174261766
0.9228070175	0.6854516221	0.8636705784	1.260002239	2.357951667	2.178743681
0.9263157895	0.6869525868	0.8654472437	1.259835483	2.363114981	2.183225596
0.9298245614	0.6884535515	0.8672239089	1.259669453	2.368278295	2.187707511
0.9333333333	0.6899545162	0.8690005742	1.259504147	2.37344161	2.192189426
0.9368421053	0.6914554808	0.8707772395	1.259339558	2.378604924	2.196671342
0.9403508772	0.6929564455	0.8725539048	1.259175682	2.383768238	2.201153257
0.9438596491	0.6944574102	0.87433057	1.259012514	2.388931553	2.205635172
0.9473684211	0.6959583749	0.8761072353	1.25885005	2.394094867	2.210117087
0.950877193	0.6974593396	0.8778839006	1.258688286	2.399258181	2.214599002
0.9543859649	0.6989603043	0.8796605658	1.258527216	2.404421496	2.219080917
0.9578947368	0.7004612689	0.8814372311	1.258366837	2.40958481	2.223562832
0.9614035088	0.7019622336	0.8832138964	1.258207143	2.414748124	2.228044748
0.9649122807	0.7034631983	0.8849905617	1.258048131	2.419911439	2.232526663
0.9684210526	0.704964163	0.8867672269	1.257889796	2.425074753	2.237008578
0.9719298246	0.7064651277	0.8885438922	1.257732133	2.430238067	2.241490493
0.9754385965	0.7079660924	0.8903205575	1.25757514	2.435401382	2.245972408
0.9789473684	0.709467057	0.8920972228	1.25741881	2.440564696	2.250454323
0.9824561404	0.7109680217	0.893873888	1.257263141	2.44572801	2.254936238
0.9859649123	0.7124689864	0.8956505533	1.257108127	2.450891325	2.259418154
0.9894736842	0.7139699511	0.8974272186	1.256953766	2.456054639	2.263900069
0.9929824561	0.7154709158	0.8992038839	1.256800052	2.461217953	2.268381984
0.9964912281	0.7169718805	0.9009805491	1.256646981	2.466381267	2.272863899
1	0.7184728451	0.9027572144	1.25649455	2.471544582	2.277345814
