# VHH-NNLO SMEFT scan points
# process: ZHH
# energy_tev: 13.6
# scan_axis: phiBox
# fixed_wcs: phi=0,phiB=0,phiBox=0,phiD=0,phiQ3rd=0,phiW=0,phiWB=0,phid=0,phiq1st=0,phiq3st=0,phiu=0,tphi=0
#
phiBox	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
-0.6448621554	0.1496236178	0.2167242273	1.448462686	0.5147048274	0.5467206508
-0.6372180451	0.1512958937	0.2188541702	1.446530801	0.5204574519	0.552093764
-0.6295739348	0.1529681696	0.2209841132	1.444641155	0.5262100764	0.5574668771
-0.6219298246	0.1546404455	0.2231140561	1.442792378	0.5319627008	0.5628399903
-0.6142857143	0.1563127214	0.2252439991	1.440983159	0.5377153253	0.5682131034
-0.606641604	0.1579849973	0.227373942	1.439212241	0.5434679498	0.5735862166
-0.5989974937	0.1596572732	0.229503885	1.437478421	0.5492205742	0.5789593297
-0.5913533835	0.1613295491	0.2316338279	1.435780545	0.5549731987	0.5843324429
-0.5837092732	0.1630018251	0.2337637709	1.434117506	0.5607258232	0.5897055561
-0.5760651629	0.164674101	0.2358937138	1.432488245	0.5664784477	0.5950786692
-0.5684210526	0.1663463769	0.2380236568	1.430891741	0.5722310721	0.6004517824
-0.5607769424	0.1680186528	0.2401535997	1.429327017	0.5779836966	0.6058248955
-0.5531328321	0.1696909287	0.2422835427	1.427793133	0.5837363211	0.6111980087
-0.5454887218	0.1713632046	0.2444134856	1.426289186	0.5894889455	0.6165711218
-0.5378446115	0.1730354805	0.2465434286	1.424814309	0.59524157	0.621944235
-0.5302005013	0.1747077564	0.2486733715	1.423367666	0.6009941945	0.6273173481
-0.522556391	0.1763800324	0.2508033145	1.421948455	0.606746819	0.6326904613
-0.5149122807	0.1780523083	0.2529332575	1.420555902	0.6124994434	0.6380635745
-0.5072681704	0.1797245842	0.2550632004	1.419189264	0.6182520679	0.6434366876
-0.4996240602	0.1813968601	0.2571931434	1.417847824	0.6240046924	0.6488098008
-0.4919799499	0.183069136	0.2593230863	1.416530891	0.6297573168	0.6541829139
-0.4843358396	0.1847414119	0.2614530293	1.415237799	0.6355099413	0.6595560271
-0.4766917293	0.1864136878	0.2635829722	1.413967908	0.6412625658	0.6649291402
-0.469047619	0.1880859637	0.2657129152	1.412720598	0.6470151902	0.6703022534
-0.4614035088	0.1897582397	0.2678428581	1.411495272	0.6527678147	0.6756753665
-0.4537593985	0.1914305156	0.2699728011	1.410291354	0.6585204392	0.6810484797
-0.4461152882	0.1931027915	0.272102744	1.409108289	0.6642730637	0.6864215929
-0.4384711779	0.1947750674	0.274232687	1.407945538	0.6700256881	0.691794706
-0.4308270677	0.1964473433	0.2763626299	1.406802583	0.6757783126	0.6971678192
-0.4231829574	0.1981196192	0.2784925729	1.405678923	0.6815309371	0.7025409323
-0.4155388471	0.1997918951	0.2806225158	1.404574073	0.6872835615	0.7079140455
-0.4078947368	0.201464171	0.2827524588	1.403487565	0.693036186	0.7132871586
-0.4002506266	0.203136447	0.2848824017	1.402418946	0.6987888105	0.7186602718
-0.3926065163	0.2048087229	0.2870123447	1.401367777	0.704541435	0.724033385
-0.384962406	0.2064809988	0.2891422876	1.400333635	0.7102940594	0.7294064981
-0.3773182957	0.2081532747	0.2912722306	1.39931611	0.7160466839	0.7347796113
-0.3696741855	0.2098255506	0.2934021735	1.398314803	0.7217993084	0.7401527244
-0.3620300752	0.2114978265	0.2955321165	1.397329331	0.7275519328	0.7455258376
-0.3543859649	0.2131701024	0.2976620594	1.396359321	0.7333045573	0.7508989507
-0.3467418546	0.2148423783	0.2997920024	1.395404411	0.7390571818	0.7562720639
-0.3390977444	0.2165146543	0.3019219453	1.394464252	0.7448098063	0.761645177
-0.3314536341	0.2181869302	0.3040518883	1.393538504	0.7505624307	0.7670182902
-0.3238095238	0.2198592061	0.3061818312	1.392626839	0.7563150552	0.7723914034
-0.3161654135	0.221531482	0.3083117742	1.391728938	0.7620676797	0.7777645165
-0.3085213033	0.2232037579	0.3104417171	1.390844491	0.7678203041	0.7831376297
-0.300877193	0.2248760338	0.3125716601	1.389973199	0.7735729286	0.7885107428
-0.2932330827	0.2265483097	0.3147016031	1.38911477	0.7793255531	0.793883856
-0.2855889724	0.2282205856	0.316831546	1.38826892	0.7850781776	0.7992569691
-0.2779448622	0.2298928616	0.318961489	1.387435377	0.790830802	0.8046300823
-0.2703007519	0.2315651375	0.3210914319	1.386613872	0.7965834265	0.8100031955
-0.2626566416	0.2332374134	0.3232213749	1.385804148	0.802336051	0.8153763086
-0.2550125313	0.2349096893	0.3253513178	1.385005952	0.8080886754	0.8207494218
-0.2473684211	0.2365819652	0.3274812608	1.38421904	0.8138412999	0.8261225349
-0.2397243108	0.2382542411	0.3296112037	1.383443175	0.8195939244	0.8314956481
-0.2320802005	0.239926517	0.3317411467	1.382678125	0.8253465488	0.8368687612
-0.2244360902	0.2415987929	0.3338710896	1.381923666	0.8310991733	0.8422418744
-0.2167919799	0.2432710688	0.3360010326	1.381179579	0.8368517978	0.8476149875
-0.2091478697	0.2449433448	0.3381309755	1.380445653	0.8426044223	0.8529881007
-0.2015037594	0.2466156207	0.3402609185	1.37972168	0.8483570467	0.8583612139
-0.1938596491	0.2482878966	0.3423908614	1.379007459	0.8541096712	0.863734327
-0.1862155388	0.2499601725	0.3445208044	1.378302795	0.8598622957	0.8691074402
-0.1785714286	0.2516324484	0.3466507473	1.377607497	0.8656149201	0.8744805533
-0.1709273183	0.2533047243	0.3487806903	1.376921379	0.8713675446	0.8798536665
-0.163283208	0.2549770002	0.3509106332	1.376244261	0.8771201691	0.8852267796
-0.1556390977	0.2566492761	0.3530405762	1.375575967	0.8828727936	0.8905998928
-0.1479949875	0.2583215521	0.3551705191	1.374916325	0.888625418	0.8959730059
-0.1403508772	0.259993828	0.3573004621	1.37426517	0.8943780425	0.9013461191
-0.1327067669	0.2616661039	0.359430405	1.373622337	0.900130667	0.9067192323
-0.1250626566	0.2633383798	0.361560348	1.372987668	0.9058832914	0.9120923454
-0.1174185464	0.2650106557	0.3636902909	1.372361009	0.9116359159	0.9174654586
-0.1097744361	0.2666829316	0.3658202339	1.37174221	0.9173885404	0.9228385717
-0.1021303258	0.2683552075	0.3679501768	1.371131122	0.9231411649	0.9282116849
-0.09448621554	0.2700274834	0.3700801198	1.370527604	0.9288937893	0.933584798
-0.08684210526	0.2716997594	0.3722100628	1.369931514	0.9346464138	0.9389579112
-0.07919799499	0.2733720353	0.3743400057	1.369342718	0.9403990383	0.9443310244
-0.07155388471	0.2750443112	0.3764699487	1.368761081	0.9461516627	0.9497041375
-0.06390977444	0.2767165871	0.3785998916	1.368186474	0.9519042872	0.9550772507
-0.05626566416	0.278388863	0.3807298346	1.367618771	0.9576569117	0.9604503638
-0.04862155388	0.2800611389	0.3828597775	1.367057847	0.9634095362	0.965823477
-0.04097744361	0.2817334148	0.3849897205	1.366503582	0.9691621606	0.9711965901
-0.03333333333	0.2834056907	0.3871196634	1.365955858	0.9749147851	0.9765697033
-0.02568922306	0.2850779667	0.3892496064	1.36541456	0.9806674096	0.9819428164
-0.01804511278	0.2867502426	0.3913795493	1.364879575	0.986420034	0.9873159296
-0.01040100251	0.2884225185	0.3935094923	1.364350795	0.9921726585	0.9926890428
-0.002756892231	0.2900947944	0.3956394352	1.36382811	0.997925283	0.9980621559
