# VHH-NNLO SMEFT scan points
# process: ZHH
# energy_tev: 13.6
# scan_axis: phi
# fixed_wcs: phi=0,phiB=0,phiBox=0,phiD=0,phiQ3rd=0,phiW=0,phiWB=0,phid=0,phiq1st=0,phiq3st=0,phiu=0,tphi=0
#
phi	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
-0.2481203008	0.3079968926	0.4174968029	1.355522776	1.059508451	1.053200774
-0.2030075188	0.3048516231	0.4136624045	1.3569303	1.048688732	1.043527906
-0.1578947368	0.3017063536	0.409828006	1.358367171	1.037869014	1.033855038
-0.1127819549	0.2985610841	0.4059936075	1.359834316	1.027049296	1.02418217
-0.06766917293	0.2954158146	0.4021592091	1.361332702	1.016229577	1.014509302
-0.02255639098	0.2922705451	0.3983248106	1.362863338	1.005409859	1.004836434
0.02255639098	0.2891252756	0.3944904121	1.364427276	0.9945901408	0.995163566
0.06766917293	0.285980006	0.3906560137	1.366025615	0.9837704225	0.9854906981
0.1127819549	0.2828347365	0.3868216152	1.367659503	0.9729507042	0.9758178302
0.1578947368	0.279689467	0.3829872167	1.369330139	0.9621309859	0.9661449623
0.2030075188	0.2765441975	0.3791528183	1.371038777	0.9513112676	0.9564720943
0.2481203008	0.273398928	0.3753184198	1.372786728	0.9404915493	0.9467992264
0.2932330827	0.2702536585	0.3714840213	1.374575365	0.929671831	0.9371263585
0.3383458647	0.267108389	0.3676496229	1.376406126	0.9188521127	0.9274534906
0.3834586466	0.2639631195	0.3638152244	1.378280515	0.9080323944	0.9177806226
0.4285714286	0.26081785	0.3599808259	1.380200112	0.8972126761	0.9081077547
0.4736842105	0.2576725805	0.3561464274	1.382166572	0.8863929578	0.8984348868
0.5187969925	0.254527311	0.352312029	1.384181633	0.8755732395	0.8887620189
0.5639097744	0.2513820415	0.3484776305	1.386247118	0.8647535212	0.8790891509
0.6090225564	0.248236772	0.344643232	1.388364944	0.8539338029	0.869416283
0.6541353383	0.2450915025	0.3408088336	1.390537126	0.8431140846	0.8597434151
0.6992481203	0.241946233	0.3369744351	1.392765785	0.8322943663	0.8500705472
0.7443609023	0.2388009635	0.3331400366	1.395053151	0.821474648	0.8403976793
0.7894736842	0.235655694	0.3293056382	1.397401576	0.8106549297	0.8307248113
0.8345864662	0.2325104245	0.3254712397	1.399813537	0.7998352114	0.8210519434
0.8796992481	0.229365155	0.3216368412	1.402291648	0.7890154931	0.8113790755
0.9248120301	0.2262198855	0.3178024428	1.404838668	0.7781957747	0.8017062076
0.969924812	0.223074616	0.3139680443	1.407457513	0.7673760564	0.7920333396
1.015037594	0.2199293465	0.3101336458	1.410151263	0.7565563381	0.7823604717
1.060150376	0.216784077	0.3062992473	1.412923179	0.7457366198	0.7726876038
1.105263158	0.2136388075	0.3024648489	1.415776714	0.7349169015	0.7630147359
1.15037594	0.210493538	0.2986304504	1.418715526	0.7240971832	0.7533418679
1.195488722	0.2073482685	0.2947960519	1.421743495	0.7132774649	0.743669
1.240601504	0.204202999	0.2909616535	1.424864742	0.7024577466	0.7339961321
1.285714286	0.2010577295	0.287127255	1.428083644	0.6916380283	0.7243232642
1.330827068	0.19791246	0.2832928565	1.431404857	0.68081831	0.7146503962
1.37593985	0.1947671905	0.2794584581	1.434833338	0.6699985917	0.7049775283
1.421052632	0.191621921	0.2756240596	1.438374368	0.6591788734	0.6953046604
1.466165414	0.1884766515	0.2717896611	1.442033583	0.6483591551	0.6856317925
1.511278195	0.185331382	0.2679552627	1.445817	0.6375394368	0.6759589245
1.556390977	0.1821861125	0.2641208642	1.44973105	0.6267197185	0.6662860566
1.601503759	0.179040843	0.2602864657	1.453782619	0.6159000002	0.6566131887
1.646616541	0.1758955735	0.2564520673	1.457979085	0.6050802819	0.6469403208
1.691729323	0.172750304	0.2526176688	1.46232836	0.5942605636	0.6372674528
1.736842105	0.1696050345	0.2487832703	1.466838948	0.5834408453	0.6275945849
1.781954887	0.166459765	0.2449488718	1.471519991	0.572621127	0.617921717
1.827067669	0.1633144955	0.2411144734	1.476381338	0.5618014086	0.6082488491
1.872180451	0.160169226	0.2372800749	1.481433611	0.5509816903	0.5985759811
1.917293233	0.1570239565	0.2334456764	1.486688284	0.540161972	0.5889031132
1.962406015	0.153878687	0.229611278	1.492157767	0.5293422537	0.5792302453
2.007518797	0.1507334175	0.2257768795	1.497855507	0.5185225354	0.5695573774
2.052631579	0.147588148	0.221942481	1.503796098	0.5077028171	0.5598845095
2.097744361	0.1444428785	0.2181080826	1.509995403	0.4968830988	0.5502116415
2.142857143	0.141297609	0.2142736841	1.516470701	0.4860633805	0.5405387736
2.187969925	0.1381523395	0.2104392856	1.52324084	0.4752436622	0.5308659057
2.233082707	0.13500707	0.2066048872	1.530326428	0.4644239439	0.5211930378
2.278195489	0.1318618005	0.2027704887	1.537750038	0.4536042256	0.5115201698
2.323308271	0.128716531	0.1989360902	1.545536449	0.4427845073	0.5018473019
2.368421053	0.1255712615	0.1951016918	1.553712923	0.431964789	0.492174434
2.413533835	0.122425992	0.1912672933	1.562309524	0.4211450707	0.4825015661
2.458646617	0.1192807225	0.1874328948	1.571359486	0.4103253524	0.4728286981
2.503759398	0.116135453	0.1835984963	1.580899645	0.3995056341	0.4631558302
2.54887218	0.1129901835	0.1797640979	1.590970935	0.3886859158	0.4534829623
2.593984962	0.109844914	0.1759296994	1.601618983	0.3778661975	0.4438100944
2.639097744	0.1066996445	0.1720953009	1.612894793	0.3670464792	0.4341372264
2.684210526	0.103554375	0.1682609025	1.624855565	0.3562267609	0.4244643585
2.729323308	0.1004091055	0.164426504	1.637565669	0.3454070425	0.4147914906
2.77443609	0.09726383597	0.1605921055	1.651097799	0.3345873242	0.4051186227
2.819548872	0.09411856647	0.1567577071	1.665534367	0.3237676059	0.3954457547
2.864661654	0.09097329697	0.1529233086	1.680969182	0.3129478876	0.3857728868
2.909774436	0.08782802747	0.1490889101	1.69750949	0.3021281693	0.3761000189
2.954887218	0.08468275797	0.1452545117	1.715278472	0.291308451	0.366427151
3	0.08153748846	0.1414201132	1.734418313	0.2804887327	0.356754283
