# VHH-NNLO SMEFT scan points
# process: ZHH
# energy_tev: 13.6
# scan_axis: phi
# fixed_wcs: phi=0,phiB=0,phiBox=0,phiD=0,phiQ3rd=0,phiW=0,phiWB=0,phid=0,phiq1st=0,phiq3st=0,phiu=0,tphi=0
#
phi	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
-12.65413534	1.172946005	1.471956382	1.254922541	4.034930985	3.713239453
-12.60902256	1.169800736	1.468121983	1.255018858	4.024111266	3.703566585
-12.56390977	1.166655466	1.464287585	1.255115694	4.013291548	3.693893717
-12.51879699	1.163510197	1.460453186	1.255213053	4.00247183	3.684220849
-12.47368421	1.160364927	1.456618788	1.25531094	3.991652111	3.674547981
-12.42857143	1.157219658	1.45278439	1.25540936	3.980832393	3.664875113
-12.38345865	1.154074388	1.448949991	1.255508315	3.970012675	3.655202245
-12.33834586	1.150929119	1.445115593	1.255607812	3.959192956	3.645529377
-12.29323308	1.147783849	1.441281194	1.255707854	3.948373238	3.635856509
-12.2481203	1.14463858	1.437446796	1.255808445	3.93755352	3.626183641
-12.20300752	1.14149331	1.433612397	1.255909592	3.926733801	3.616510773
-12.15789474	1.138348041	1.429777999	1.256011297	3.915914083	3.606837906
-12.11278195	1.135202771	1.4259436	1.256113565	3.905094365	3.597165038
-12.06766917	1.132057502	1.422109202	1.256216402	3.894274647	3.58749217
-12.02255639	1.128912232	1.418274803	1.256319812	3.883454928	3.577819302
-11.97744361	1.125766963	1.414440405	1.256423799	3.87263521	3.568146434
-11.93233083	1.122621693	1.410606006	1.25652837	3.861815492	3.558473566
-11.88721805	1.119476424	1.406771608	1.256633528	3.850995773	3.548800698
-11.84210526	1.116331154	1.402937209	1.256739278	3.840176055	3.53912783
-11.79699248	1.113185885	1.399102811	1.256845627	3.829356337	3.529454962
-11.7518797	1.110040615	1.395268413	1.256952577	3.818536618	3.519782094
-11.70676692	1.106895346	1.391434014	1.257060136	3.8077169	3.510109226
-11.66165414	1.103750076	1.387599616	1.257168308	3.796897182	3.500436358
-11.61654135	1.100604807	1.383765217	1.257277098	3.786077464	3.49076349
-11.57142857	1.097459537	1.379930819	1.257386511	3.775257745	3.481090623
-11.52631579	1.094314268	1.37609642	1.257496553	3.764438027	3.471417755
-11.48120301	1.091168998	1.372262022	1.25760723	3.753618309	3.461744887
-11.43609023	1.088023729	1.368427623	1.257718547	3.74279859	3.452072019
-11.39097744	1.084878459	1.364593225	1.257830509	3.731978872	3.442399151
-11.34586466	1.08173319	1.360758826	1.257943122	3.721159154	3.432726283
-11.30075188	1.07858792	1.356924428	1.258056392	3.710339435	3.423053415
-11.2556391	1.075442651	1.353090029	1.258170325	3.699519717	3.413380547
-11.21052632	1.072297381	1.349255631	1.258284926	3.688699999	3.403707679
-11.16541353	1.069152112	1.345421232	1.258400201	3.67788028	3.394034811
-11.12030075	1.066006842	1.341586834	1.258516156	3.667060562	3.384361943
-11.07518797	1.062861573	1.337752435	1.258632798	3.656240844	3.374689075
-11.03007519	1.059716303	1.333918037	1.258750132	3.645421126	3.365016207
-10.98496241	1.056571034	1.330083639	1.258868165	3.634601407	3.35534334
-10.93984962	1.053425764	1.32624924	1.258986902	3.623781689	3.345670472
-10.89473684	1.050280495	1.322414842	1.259106351	3.612961971	3.335997604
-10.84962406	1.047135225	1.318580443	1.259226517	3.602142252	3.326324736
-10.80451128	1.043989956	1.314746045	1.259347408	3.591322534	3.316651868
-10.7593985	1.040844686	1.310911646	1.259469029	3.580502816	3.306979
-10.71428571	1.037699417	1.307077248	1.259591387	3.569683097	3.297306132
