# VHH-NNLO SMEFT grid scan points
# process: WminusHH
# energy_tev: 13.6
# scan_axes: phi,phiW
# windows: phi=[-15,5]; phiW=[-1,1]
# n_points_per_axis: 40
# n_points_total: 1600
# fixed_wcs: phi=0,phiBox=0,phiD=0,phiW=0,phiq3st=0
#
phi	phiW	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
-11.92307692	0.4871794872	0.8832136034	1.030586694	1.166860078	5.52378123	5.50718742
-11.92307692	0.5384615385	0.9079298415	1.059428176	1.166861279	5.678361154	5.661308806
-11.92307692	0.5897435897	0.9326460797	1.088269659	1.166862417	5.832941079	5.815430191
-11.92307692	0.641025641	0.9573623178	1.117111141	1.166863496	5.987521004	5.969551577
-11.92307692	0.6923076923	0.982078556	1.145952624	1.166864521	6.142100929	6.123672962
-11.92307692	0.7435897436	1.006794794	1.174794106	1.166865495	6.296680853	6.277794348
-11.92307692	0.7948717949	1.031511032	1.203635588	1.166866423	6.451260778	6.431915734
-11.92307692	0.8461538462	1.05622727	1.232477071	1.166867307	6.605840703	6.586037119
-11.92307692	0.8974358974	1.080943509	1.261318553	1.166868151	6.760420628	6.740158505
-11.92307692	0.9487179487	1.105659747	1.290160036	1.166868957	6.915000552	6.89427989
-11.92307692	1	1.130375985	1.319001518	1.166869728	7.069580477	7.048401276
-11.41025641	-1	0.145431239	0.1696908964	1.166811873	0.9095538667	0.9067840439
-11.41025641	-0.9487179487	0.1701474771	0.1985323788	1.166825287	1.064133791	1.060905429
-11.41025641	-0.8974358974	0.1948637153	0.2273738613	1.166835298	1.218713716	1.215026815
-11.41025641	-0.8461538462	0.2195799534	0.2562153437	1.166843055	1.373293641	1.369148201
-11.41025641	-0.7948717949	0.2442961915	0.2850568261	1.166849243	1.527873566	1.523269586
-11.41025641	-0.7435897436	0.2690124297	0.3138983086	1.166854293	1.68245349	1.677390972
-11.41025641	-0.6923076923	0.2937286678	0.342739791	1.166858494	1.837033415	1.831512357
-11.41025641	-0.641025641	0.318444906	0.3715812734	1.166862043	1.99161334	1.985633743
-11.41025641	-0.5897435897	0.3431611441	0.4004227559	1.16686508	2.146193264	2.139755129
-11.41025641	-0.5384615385	0.3678773823	0.4292642383	1.166867709	2.300773189	2.293876514
-11.41025641	-0.4871794872	0.3925936204	0.4581057207	1.166870007	2.455353114	2.4479979
-11.41025641	-0.4358974359	0.4173098586	0.4869472032	1.166872033	2.609933039	2.602119285
-11.41025641	-0.3846153846	0.4420260967	0.5157886856	1.166873833	2.764512963	2.756240671
-11.41025641	-0.3333333333	0.4667423348	0.544630168	1.166875442	2.919092888	2.910362057
-11.41025641	-0.2820512821	0.491458573	0.5734716505	1.166876889	3.073672813	3.064483442
-11.41025641	-0.2307692308	0.5161748111	0.6023131329	1.166878197	3.228252738	3.218604828
-11.41025641	-0.1794871795	0.5408910493	0.6311546153	1.166879386	3.382832662	3.372726213
-11.41025641	-0.1282051282	0.5656072874	0.6599960978	1.166880471	3.537412587	3.526847599
-11.41025641	-0.07692307692	0.5903235256	0.6888375802	1.166881465	3.691992512	3.680968985
-11.41025641	-0.02564102564	0.6150397637	0.7176790626	1.166882379	3.846572436	3.83509037
-11.41025641	0.02564102564	0.6397560018	0.7465205451	1.166883223	4.001152361	3.989211756
-11.41025641	0.07692307692	0.66447224	0.7753620275	1.166884003	4.155732286	4.143333141
-11.41025641	0.1282051282	0.6891884781	0.8042035099	1.166884728	4.310312211	4.297454527
-11.41025641	0.1794871795	0.7139047163	0.8330449924	1.166885403	4.464892135	4.451575913
-11.41025641	0.2307692308	0.7386209544	0.8618864748	1.166886032	4.61947206	4.605697298
-11.41025641	0.2820512821	0.7633371926	0.8907279573	1.166886621	4.774051985	4.759818684
-11.41025641	0.3333333333	0.7880534307	0.9195694397	1.166887173	4.92863191	4.913940069
-11.41025641	0.3846153846	0.8127696689	0.9484109221	1.166887691	5.083211834	5.068061455
-11.41025641	0.4358974359	0.837485907	0.9772524046	1.166888179	5.237791759	5.222182841
-11.41025641	0.4871794872	0.8622021451	1.006093887	1.166888638	5.392371684	5.376304226
-11.41025641	0.5384615385	0.8869183833	1.034935369	1.166889072	5.546951608	5.530425612
-11.41025641	0.5897435897	0.9116346214	1.063776852	1.166889483	5.701531533	5.684546997
-11.41025641	0.641025641	0.9363508596	1.092618334	1.166889872	5.856111458	5.838668383
-11.41025641	0.6923076923	0.9610670977	1.121459817	1.16689024	6.010691383	5.992789769
-11.41025641	0.7435897436	0.9857833359	1.150301299	1.166890591	6.165271307	6.146911154
-11.41025641	0.7948717949	1.010499574	1.179142782	1.166890924	6.319851232	6.30103254
-11.41025641	0.8461538462	1.035215812	1.207984264	1.166891241	6.474431157	6.455153925
-11.41025641	0.8974358974	1.05993205	1.236825746	1.166891544	6.629011082	6.609275311
-11.41025641	0.9487179487	1.084648288	1.265667229	1.166891832	6.783591006	6.763396697
-11.41025641	1	1.109364527	1.294508711	1.166892108	6.938170931	6.917518082
-10.8974359	-1	0.1244197807	0.1451980895	1.167001651	0.7781443206	0.7759008501
-10.8974359	-0.9487179487	0.1491360189	0.1740395719	1.166985503	0.9327242454	0.9300222357
-10.8974359	-0.8974358974	0.173852257	0.2028810544	1.166973946	1.08730417	1.084143621
-10.8974359	-0.8461538462	0.1985684952	0.2317225368	1.166965266	1.241884095	1.238265007
-10.8974359	-0.7948717949	0.2232847333	0.2605640192	1.166958508	1.39646402	1.392386392
-10.8974359	-0.7435897436	0.2480009714	0.2894055017	1.166953097	1.551043944	1.546507778
-10.8974359	-0.6923076923	0.2727172096	0.3182469841	1.166948667	1.705623869	1.700629164
-10.8974359	-0.641025641	0.2974334477	0.3470884665	1.166944973	1.860203794	1.854750549
-10.8974359	-0.5897435897	0.3221496859	0.375929949	1.166941846	2.014783718	2.008871935
-10.8974359	-0.5384615385	0.346865924	0.4047714314	1.166939164	2.169363643	2.16299332
-10.8974359	-0.4871794872	0.3715821622	0.4336129138	1.166936839	2.323943568	2.317114706
-10.8974359	-0.4358974359	0.3962984003	0.4624543963	1.166934804	2.478523493	2.471236092
-10.8974359	-0.3846153846	0.4210146385	0.4912958787	1.166933009	2.633103417	2.625357477
-10.8974359	-0.3333333333	0.4457308766	0.5201373611	1.166931412	2.787683342	2.779478863
-10.8974359	-0.2820512821	0.4704471147	0.5489788436	1.166929983	2.942263267	2.933600248
-10.8974359	-0.2307692308	0.4951633529	0.577820326	1.166928697	3.096843192	3.087721634
-10.8974359	-0.1794871795	0.519879591	0.6066618084	1.166927533	3.251423116	3.24184302
-10.8974359	-0.1282051282	0.5445958292	0.6355032909	1.166926474	3.406003041	3.395964405
-10.8974359	-0.07692307692	0.5693120673	0.6643447733	1.166925508	3.560582966	3.550085791
-10.8974359	-0.02564102564	0.5940283055	0.6931862557	1.166924622	3.71516289	3.704207176
-10.8974359	0.02564102564	0.6187445436	0.7220277382	1.166923807	3.869742815	3.858328562
-10.8974359	0.07692307692	0.6434607817	0.7508692206	1.166923054	4.02432274	4.012449948
-10.8974359	0.1282051282	0.6681770199	0.7797107031	1.166922357	4.178902665	4.166571333
-10.8974359	0.1794871795	0.692893258	0.8085521855	1.16692171	4.333482589	4.320692719
-10.8974359	0.2307692308	0.7176094962	0.8373936679	1.166921107	4.488062514	4.474814104
-10.8974359	0.2820512821	0.7423257343	0.8662351504	1.166920545	4.642642439	4.62893549
-10.8974359	0.3333333333	0.7670419725	0.8950766328	1.166920019	4.797222364	4.783056876
-10.8974359	0.3846153846	0.7917582106	0.9239181152	1.166919525	4.951802288	4.937178261
-10.8974359	0.4358974359	0.8164744488	0.9527595977	1.166919062	5.106382213	5.091299647
-10.8974359	0.4871794872	0.8411906869	0.9816010801	1.166918625	5.260962138	5.245421032
-10.8974359	0.5384615385	0.865906925	1.010442563	1.166918214	5.415542062	5.399542418
-10.8974359	0.5897435897	0.8906231632	1.039284045	1.166917826	5.570121987	5.553663804
-10.8974359	0.641025641	0.9153394013	1.068125527	1.166917458	5.724701912	5.707785189
-10.8974359	0.6923076923	0.9400556395	1.09696701	1.16691711	5.879281837	5.861906575
-10.8974359	0.7435897436	0.9647718776	1.125808492	1.166916779	6.033861761	6.01602796
-10.8974359	0.7948717949	0.9894881158	1.154649975	1.166916466	6.188441686	6.170149346
-10.8974359	0.8461538462	1.014204354	1.183491457	1.166916167	6.343021611	6.324270731
-10.8974359	0.8974358974	1.038920592	1.21233294	1.166915883	6.497601536	6.478392117
-10.8974359	0.9487179487	1.06363683	1.241174422	1.166915611	6.65218146	6.632513503
-10.8974359	1	1.088353068	1.270015904	1.166915353	6.806761385	6.786634888
-10.38461538	-1	0.1034083225	0.1207052826	1.16726855	0.6467347746	0.6450176562
-10.38461538	-0.9487179487	0.1281245606	0.149546765	1.167198266	0.8013146994	0.7991390418
-10.38461538	-0.8974358974	0.1528407988	0.1783882475	1.167150714	0.9558946241	0.9532604274
-10.38461538	-0.8461538462	0.1775570369	0.2072297299	1.167116401	1.110474549	1.107381813
-10.38461538	-0.7948717949	0.2022732751	0.2360712123	1.167090473	1.265054474	1.261503199
-10.38461538	-0.7435897436	0.2269895132	0.2649126948	1.167070192	1.419634398	1.415624584
-10.38461538	-0.6923076923	0.2517057513	0.2937541772	1.167053894	1.574214323	1.56974597
-10.38461538	-0.641025641	0.2764219895	0.3225956596	1.16704051	1.728794248	1.723867355
-10.38461538	-0.5897435897	0.3011382276	0.3514371421	1.167029323	1.883374172	1.877988741
-10.38461538	-0.5384615385	0.3258544658	0.3802786245	1.167019834	2.037954097	2.032110127
-10.38461538	-0.4871794872	0.3505707039	0.4091201069	1.167011682	2.192534022	2.186231512
-10.38461538	-0.4358974359	0.3752869421	0.4379615894	1.167004604	2.347113947	2.340352898
-10.38461538	-0.3846153846	0.4000031802	0.4668030718	1.166998401	2.501693871	2.494474283
-10.38461538	-0.3333333333	0.4247194184	0.4956445542	1.16699292	2.656273796	2.648595669
-10.38461538	-0.2820512821	0.4494356565	0.5244860367	1.166988042	2.810853721	2.802717055
-10.38461538	-0.2307692308	0.4741518946	0.5533275191	1.166983672	2.965433646	2.95683844
-10.38461538	-0.1794871795	0.4988681328	0.5821690015	1.166979735	3.12001357	3.110959826
-10.38461538	-0.1282051282	0.5235843709	0.611010484	1.16697617	3.274593495	3.265081211
-10.38461538	-0.07692307692	0.5483006091	0.6398519664	1.166972927	3.42917342	3.419202597
-10.38461538	-0.02564102564	0.5730168472	0.6686934489	1.166969963	3.583753344	3.573323983
-10.38461538	0.02564102564	0.5977330854	0.6975349313	1.166967244	3.738333269	3.727445368
-10.38461538	0.07692307692	0.6224493235	0.7263764137	1.166964741	3.892913194	3.881566754
-10.38461538	0.1282051282	0.6471655616	0.7552178962	1.16696243	4.047493119	4.035688139
-10.38461538	0.1794871795	0.6718817998	0.7840593786	1.166960288	4.202073043	4.189809525
-10.38461538	0.2307692308	0.6965980379	0.812900861	1.166958298	4.356652968	4.34393091
-10.38461538	0.2820512821	0.7213142761	0.8417423435	1.166956445	4.511232893	4.498052296
-10.38461538	0.3333333333	0.7460305142	0.8705838259	1.166954715	4.665812818	4.652173682
-10.38461538	0.3846153846	0.7707467524	0.8994253083	1.166953095	4.820392742	4.806295067
-10.38461538	0.4358974359	0.7954629905	0.9282667908	1.166951576	4.974972667	4.960416453
-10.38461538	0.4871794872	0.8201792287	0.9571082732	1.166950149	5.129552592	5.114537838
-10.38461538	0.5384615385	0.8448954668	0.9859497556	1.166948805	5.284132516	5.268659224
-10.38461538	0.5897435897	0.8696117049	1.014791238	1.166947538	5.438712441	5.42278061
-10.38461538	0.641025641	0.8943279431	1.04363272	1.166946341	5.593292366	5.576901995
-10.38461538	0.6923076923	0.9190441812	1.072474203	1.166945208	5.747872291	5.731023381
-10.38461538	0.7435897436	0.9437604194	1.101315685	1.166944134	5.902452215	5.885144766
-10.38461538	0.7948717949	0.9684766575	1.130157168	1.166943115	6.05703214	6.039266152
-10.38461538	0.8461538462	0.9931928957	1.15899865	1.166942147	6.211612065	6.193387538
-10.38461538	0.8974358974	1.017909134	1.187840133	1.166941226	6.36619199	6.347508923
-10.38461538	0.9487179487	1.042625372	1.216681615	1.166940349	6.520771914	6.501630309
-10.38461538	1	1.06734161	1.245523098	1.166939512	6.675351839	6.655751694
-9.871794872	-1	0.08239686424	0.0962124757	1.167671568	0.5153252286	0.5141344624
-9.871794872	-0.9487179487	0.1071131024	0.1250539581	1.167494502	0.6699051533	0.668255848
-9.871794872	-0.8974358974	0.1318293405	0.1538954406	1.167383831	0.8244850781	0.8223772336
-9.871794872	-0.8461538462	0.1565455787	0.182736923	1.167308106	0.9790650028	0.9764986192
-9.871794872	-0.7948717949	0.1812618168	0.2115784054	1.167253033	1.133644928	1.130620005
-9.871794872	-0.7435897436	0.205978055	0.2404198879	1.167211177	1.288224852	1.28474139
-9.871794872	-0.6923076923	0.2306942931	0.2692613703	1.167178289	1.442804777	1.438862776
-9.871794872	-0.641025641	0.2554105312	0.2981028527	1.167151767	1.597384702	1.592984162
-9.871794872	-0.5897435897	0.2801267694	0.3269443352	1.167129924	1.751964626	1.747105547
-9.871794872	-0.5384615385	0.3048430075	0.3557858176	1.167111624	1.906544551	1.901226933
-9.871794872	-0.4871794872	0.3295592457	0.3846273	1.167096069	2.061124476	2.055348318
-9.871794872	-0.4358974359	0.3542754838	0.4134687825	1.167082684	2.215704401	2.209469704
-9.871794872	-0.3846153846	0.378991722	0.4423102649	1.167071045	2.370284325	2.36359109
-9.871794872	-0.3333333333	0.4037079601	0.4711517473	1.167060831	2.52486425	2.517712475
-9.871794872	-0.2820512821	0.4284241983	0.4999932298	1.167051795	2.679444175	2.671833861
-9.871794872	-0.2307692308	0.4531404364	0.5288347122	1.167043746	2.8340241	2.825955246
-9.871794872	-0.1794871795	0.4778566745	0.5576761946	1.167036529	2.988604024	2.980076632
-9.871794872	-0.1282051282	0.5025729127	0.5865176771	1.167030021	3.143183949	3.134198017
-9.871794872	-0.07692307692	0.5272891508	0.6153591595	1.167024124	3.297763874	3.288319403
-9.871794872	-0.02564102564	0.552005389	0.644200642	1.167018755	3.452343798	3.442440789
-9.871794872	0.02564102564	0.5767216271	0.6730421244	1.167013846	3.606923723	3.596562174
-9.871794872	0.07692307692	0.6014378653	0.7018836068	1.167009341	3.761503648	3.75068356
-9.871794872	0.1282051282	0.6261541034	0.7307250893	1.167005191	3.916083573	3.904804945
-9.871794872	0.1794871795	0.6508703415	0.7595665717	1.167001357	4.070663497	4.058926331
-9.871794872	0.2307692308	0.6755865797	0.7884080541	1.166997803	4.225243422	4.213047717
-9.871794872	0.2820512821	0.7003028178	0.8172495366	1.1669945	4.379823347	4.367169102
-9.871794872	0.3333333333	0.725019056	0.846091019	1.166991422	4.534403271	4.521290488
-9.871794872	0.3846153846	0.7497352941	0.8749325014	1.166988547	4.688983196	4.675411873
-9.871794872	0.4358974359	0.7744515323	0.9037739839	1.166985855	4.843563121	4.829533259
-9.871794872	0.4871794872	0.7991677704	0.9326154663	1.16698333	4.998143046	4.983654645
-9.871794872	0.5384615385	0.8238840086	0.9614569487	1.166980957	5.15272297	5.13777603
-9.871794872	0.5897435897	0.8486002467	0.9902984312	1.166978722	5.307302895	5.291897416
-9.871794872	0.641025641	0.8733164848	1.019139914	1.166976613	5.46188282	5.446018801
-9.871794872	0.6923076923	0.898032723	1.047981396	1.16697462	5.616462745	5.600140187
-9.871794872	0.7435897436	0.9227489611	1.076822878	1.166972735	5.771042669	5.754261573
-9.871794872	0.7948717949	0.9474651993	1.105664361	1.166970947	5.925622594	5.908382958
-9.871794872	0.8461538462	0.9721814374	1.134505843	1.16696925	6.080202519	6.062504344
-9.871794872	0.8974358974	0.9968976756	1.163347326	1.166967638	6.234782443	6.216625729
-9.871794872	0.9487179487	1.021613914	1.192188808	1.166966104	6.389362368	6.370747115
-9.871794872	1	1.046330152	1.221030291	1.166964642	6.543942293	6.524868501
-9.358974359	-1	0.061385406	0.0717196688	1.168350484	0.3839156826	0.3832512685
-9.358974359	-0.9487179487	0.08610164414	0.1005611512	1.167935319	0.5384956073	0.5373726541
-9.358974359	-0.8974358974	0.1108178823	0.1294026337	1.167705347	0.6930755321	0.6914940397
-9.358974359	-0.8461538462	0.1355341204	0.1582441161	1.167559251	0.8476554568	0.8456154253
-9.358974359	-0.7948717949	0.1602503586	0.1870855985	1.167458221	1.002235382	0.9997368109
-9.358974359	-0.7435897436	0.1849665967	0.215927081	1.167384192	1.156815306	1.153858197
-9.358974359	-0.6923076923	0.2096828349	0.2447685634	1.167327614	1.311395231	1.307979582
-9.358974359	-0.641025641	0.234399073	0.2736100458	1.167282969	1.465975156	1.462100968
-9.358974359	-0.5897435897	0.2591153111	0.3024515283	1.167246841	1.62055508	1.616222353
-9.358974359	-0.5384615385	0.2838315493	0.3312930107	1.167217004	1.775135005	1.770343739
-9.358974359	-0.4871794872	0.3085477874	0.3601344931	1.167191948	1.92971493	1.924465124
-9.358974359	-0.4358974359	0.3332640256	0.3889759756	1.167170609	2.084294855	2.07858651
-9.358974359	-0.3846153846	0.3579802637	0.417817458	1.167152216	2.238874779	2.232707896
-9.358974359	-0.3333333333	0.3826965019	0.4466589404	1.167136199	2.393454704	2.386829281
-9.358974359	-0.2820512821	0.40741274	0.4755004229	1.167122125	2.548034629	2.540950667
-9.358974359	-0.2307692308	0.4321289782	0.5043419053	1.167109661	2.702614553	2.695072052
-9.358974359	-0.1794871795	0.4568452163	0.5331833878	1.167098546	2.857194478	2.849193438
-9.358974359	-0.1282051282	0.4815614544	0.5620248702	1.167088572	3.011774403	3.003314824
-9.358974359	-0.07692307692	0.5062776926	0.5908663526	1.167079572	3.166354328	3.157436209
-9.358974359	-0.02564102564	0.5309939307	0.6197078351	1.167071409	3.320934252	3.311557595
-9.358974359	0.02564102564	0.5557101689	0.6485493175	1.167063973	3.475514177	3.46567898
-9.358974359	0.07692307692	0.580426407	0.6773907999	1.16705717	3.630094102	3.619800366
-9.358974359	0.1282051282	0.6051426452	0.7062322824	1.167050923	3.784674027	3.773921752
-9.358974359	0.1794871795	0.6298588833	0.7350737648	1.167045166	3.939253951	3.928043137
-9.358974359	0.2307692308	0.6545751214	0.7639152472	1.167039843	4.093833876	4.082164523
-9.358974359	0.2820512821	0.6792913596	0.7927567297	1.167034908	4.248413801	4.236285908
-9.358974359	0.3333333333	0.7040075977	0.8215982121	1.16703032	4.402993725	4.390407294
-9.358974359	0.3846153846	0.7287238359	0.8504396945	1.167026043	4.55757365	4.54452868
-9.358974359	0.4358974359	0.753440074	0.879281177	1.167022046	4.712153575	4.698650065
-9.358974359	0.4871794872	0.7781563122	0.9081226594	1.167018304	4.8667335	4.852771451
-9.358974359	0.5384615385	0.8028725503	0.9369641418	1.167014791	5.021313424	5.006892836
-9.358974359	0.5897435897	0.8275887885	0.9658056243	1.167011489	5.175893349	5.161014222
-9.358974359	0.641025641	0.8523050266	0.9946471067	1.167008378	5.330473274	5.315135608
-9.358974359	0.6923076923	0.8770212647	1.023488589	1.167005442	5.485053199	5.469256993
-9.358974359	0.7435897436	0.9017375029	1.052330072	1.167002668	5.639633123	5.623378379
-9.358974359	0.7948717949	0.926453741	1.081171554	1.167000041	5.794213048	5.777499764
-9.358974359	0.8461538462	0.9511699792	1.110013036	1.166997551	5.948792973	5.93162115
-9.358974359	0.8974358974	0.9758862173	1.138854519	1.166995187	6.103372897	6.085742536
-9.358974359	0.9487179487	1.000602455	1.167696001	1.16699294	6.257952822	6.239863921
-9.358974359	1	1.025318694	1.196537484	1.166990801	6.412532747	6.393985307
-8.846153846	-1	0.04037394775	0.0472268619	1.169736043	0.2525061366	0.2523680747
-8.846153846	-0.9487179487	0.0650901859	0.07606834433	1.168660733	0.4070860613	0.4064894603
-8.846153846	-0.8974358974	0.08980642404	0.1049098268	1.168177309	0.561665986	0.5606108459
-8.846153846	-0.8461538462	0.1145226622	0.1337513092	1.16790255	0.7162459108	0.7147322315
-8.846153846	-0.7948717949	0.1392389003	0.1625927916	1.167725336	0.8708258355	0.8688536171
-8.846153846	-0.7435897436	0.1639551385	0.1914342741	1.167601552	1.02540576	1.022975003
-8.846153846	-0.6923076923	0.1886713766	0.2202757565	1.167510199	1.179985685	1.177096388
-8.846153846	-0.641025641	0.2133876148	0.2491172389	1.167440009	1.33456561	1.331217774
-8.846153846	-0.5897435897	0.2381038529	0.2779587214	1.167384391	1.489145534	1.485339159
-8.846153846	-0.5384615385	0.262820091	0.3068002038	1.167339234	1.643725459	1.639460545
-8.846153846	-0.4871794872	0.2875363292	0.3356416862	1.16730184	1.798305384	1.793581931
-8.846153846	-0.4358974359	0.3122525673	0.3644831687	1.167270366	1.952885309	1.947703316
-8.846153846	-0.3846153846	0.3369688055	0.3933246511	1.16724351	2.107465233	2.101824702
-8.846153846	-0.3333333333	0.3616850436	0.4221661335	1.167220323	2.262045158	2.255946087
-8.846153846	-0.2820512821	0.3864012818	0.451007616	1.167200103	2.416625083	2.410067473
-8.846153846	-0.2307692308	0.4111175199	0.4798490984	1.167182314	2.571205007	2.564188859
-8.846153846	-0.1794871795	0.4358337581	0.5086905809	1.167166543	2.725784932	2.718310244
-8.846153846	-0.1282051282	0.4605499962	0.5375320633	1.167152465	2.880364857	2.87243163
-8.846153846	-0.07692307692	0.4852662343	0.5663735457	1.167139821	3.034944782	3.026553015
-8.846153846	-0.02564102564	0.5099824725	0.5952150282	1.167128402	3.189524706	3.180674401
-8.846153846	0.02564102564	0.5346987106	0.6240565106	1.167118039	3.344104631	3.334795787
-8.846153846	0.07692307692	0.5594149488	0.652897993	1.167108592	3.498684556	3.488917172
-8.846153846	0.1282051282	0.5841311869	0.6817394755	1.167099944	3.653264481	3.643038558
-8.846153846	0.1794871795	0.6088474251	0.7105809579	1.167091998	3.807844405	3.797159943
-8.846153846	0.2307692308	0.6335636632	0.7394224403	1.167084672	3.96242433	3.951281329
-8.846153846	0.2820512821	0.6582799013	0.7682639228	1.167077897	4.117004255	4.105402715
-8.846153846	0.3333333333	0.6829961395	0.7971054052	1.167071612	4.271584179	4.2595241
-8.846153846	0.3846153846	0.7077123776	0.8259468876	1.167065765	4.426164104	4.413645486
-8.846153846	0.4358974359	0.7324286158	0.8547883701	1.167060314	4.580744029	4.567766871
-8.846153846	0.4871794872	0.7571448539	0.8836298525	1.167055218	4.735323954	4.721888257
-8.846153846	0.5384615385	0.7818610921	0.9124713349	1.167050444	4.889903878	4.876009643
-8.846153846	0.5897435897	0.8065773302	0.9413128174	1.167045963	5.044483803	5.030131028
-8.846153846	0.641025641	0.8312935684	0.9701542998	1.167041749	5.199063728	5.184252414
-8.846153846	0.6923076923	0.8560098065	0.9989957822	1.167037778	5.353643653	5.338373799
-8.846153846	0.7435897436	0.8807260446	1.027837265	1.167034029	5.508223577	5.492495185
-8.846153846	0.7948717949	0.9054422828	1.056678747	1.167030486	5.662803502	5.646616571
-8.846153846	0.8461538462	0.9301585209	1.08552023	1.16702713	5.817383427	5.800737956
-8.846153846	0.8974358974	0.9548747591	1.114361712	1.167023949	5.971963351	5.954859342
-8.846153846	0.9487179487	0.9795909972	1.143203194	1.167020928	6.126543276	6.108980727
-8.846153846	1	1.004307235	1.172044677	1.167018055	6.281123201	6.263102113
-8.333333333	-1	0.01936248951	0.022734055	1.174128719	0.1210965906	0.1214848808
-8.333333333	-0.9487179487	0.04407872765	0.05157553744	1.170077726	0.2756765153	0.2756062664
-8.333333333	-0.8974358974	0.0687949658	0.08041701987	1.168937566	0.43025644	0.429727652
-8.333333333	-0.8461538462	0.09351120394	0.1092585023	1.168400124	0.5848363647	0.5838490376
-8.333333333	-0.7948717949	0.1182274421	0.1380999847	1.168087394	0.7394162895	0.7379704232
-8.333333333	-0.7435897436	0.1429436802	0.1669414672	1.167882812	0.8939962142	0.8920918088
-8.333333333	-0.6923076923	0.1676599184	0.1957829496	1.167738548	1.048576139	1.046213194
-8.333333333	-0.641025641	0.1923761565	0.224624432	1.167631354	1.203156064	1.20033458
-8.333333333	-0.5897435897	0.2170923947	0.2534659145	1.167548568	1.357735988	1.354455966
-8.333333333	-0.5384615385	0.2418086328	0.2823073969	1.167482706	1.512315913	1.508577351
-8.333333333	-0.4871794872	0.2665248709	0.3111488793	1.167429059	1.666895838	1.662698737
-8.333333333	-0.4358974359	0.2912411091	0.3399903618	1.167384518	1.821475763	1.816820122
-8.333333333	-0.3846153846	0.3159573472	0.3688318442	1.167346946	1.976055687	1.970941508
-8.333333333	-0.3333333333	0.3406735854	0.3976733267	1.167314825	2.130635612	2.125062894
-8.333333333	-0.2820512821	0.3653898235	0.4265148091	1.16728705	2.285215537	2.279184279
-8.333333333	-0.2307692308	0.3901060617	0.4553562915	1.167262794	2.439795461	2.433305665
-8.333333333	-0.1794871795	0.4148222998	0.484197774	1.167241429	2.594375386	2.58742705
-8.333333333	-0.1282051282	0.439538538	0.5130392564	1.167222466	2.748955311	2.741548436
-8.333333333	-0.07692307692	0.4642547761	0.5418807388	1.167205523	2.903535236	2.895669822
-8.333333333	-0.02564102564	0.4889710142	0.5707222213	1.167190293	3.05811516	3.049791207
-8.333333333	0.02564102564	0.5136872524	0.5995637037	1.167176528	3.212695085	3.203912593
-8.333333333	0.07692307692	0.5384034905	0.6284051861	1.167164027	3.36727501	3.358033978
-8.333333333	0.1282051282	0.5631197287	0.6572466686	1.167152623	3.521854935	3.512155364
-8.333333333	0.1794871795	0.5878359668	0.686088151	1.167142179	3.676434859	3.66627675
-8.333333333	0.2307692308	0.612552205	0.7149296334	1.167132577	3.831014784	3.820398135
-8.333333333	0.2820512821	0.6372684431	0.7437711159	1.16712372	3.985594709	3.974519521
-8.333333333	0.3333333333	0.6619846812	0.7726125983	1.167115524	4.140174633	4.128640906
-8.333333333	0.3846153846	0.6867009194	0.8014540807	1.167107919	4.294754558	4.282762292
-8.333333333	0.4358974359	0.7114171575	0.8302955632	1.167100841	4.449334483	4.436883678
-8.333333333	0.4871794872	0.7361333957	0.8591370456	1.16709424	4.603914408	4.591005063
-8.333333333	0.5384615385	0.7608496338	0.887978528	1.167088067	4.758494332	4.745126449
-8.333333333	0.5897435897	0.785565872	0.9168200105	1.167082282	4.913074257	4.899247834
-8.333333333	0.641025641	0.8102821101	0.9456614929	1.16707685	5.067654182	5.05336922
-8.333333333	0.6923076923	0.8349983483	0.9745029753	1.16707174	5.222234107	5.207490605
-8.333333333	0.7435897436	0.8597145864	1.003344458	1.167066924	5.376814031	5.361611991
-8.333333333	0.7948717949	0.8844308245	1.03218594	1.167062377	5.531393956	5.515733377
-8.333333333	0.8461538462	0.9091470627	1.061027423	1.167058077	5.685973881	5.669854762
-8.333333333	0.8974358974	0.9338633008	1.089868905	1.167054005	5.840553805	5.823976148
-8.333333333	0.9487179487	0.958579539	1.118710388	1.167050142	5.99513373	5.978097533
-8.333333333	1	0.9832957771	1.14755187	1.167046474	6.149713655	6.132218919
-7.820512821	-1	-0.001648968734	-0.001758751896	1.066576861	-0.01031295544	-0.009398312996
-7.820512821	-0.9487179487	0.02306726941	0.02708273054	1.174076136	0.1442669693	0.1447230726
-7.820512821	-0.8974358974	0.04778350755	0.05592421297	1.170366426	0.298846894	0.2988444582
-7.820512821	-0.8461538462	0.0724997457	0.08476569541	1.169186107	0.4534268187	0.4529658438
-7.820512821	-0.7948717949	0.09721598384	0.1136071778	1.168605957	0.6080067435	0.6070872294
-7.820512821	-0.7435897436	0.121932222	0.1424486603	1.168261006	0.7625866682	0.761208615
-7.820512821	-0.6923076923	0.1466484601	0.1712901427	1.168032331	0.9171665929	0.9153300006
-7.820512821	-0.641025641	0.1713646983	0.2001316251	1.167869621	1.071746518	1.069451386
-7.820512821	-0.5897435897	0.1960809364	0.2289731076	1.16774793	1.226326442	1.223572772
