# VHH-NNLO SMEFT scan points
# process: WminusHH
# energy_tev: 13.6
# scan_axis: phi
# fixed_wcs: phi=0,phiBox=0,phiD=0,phiW=0,phiq3st=0
#
phi	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
-13.15037594	0.698694658	0.8152096065	1.166760898	4.369765618	4.356268246
-13.10526316	0.6968462816	0.8130549761	1.166763743	4.35820553	4.344754462
-13.06015038	0.6949979052	0.8109003458	1.166766604	4.346645442	4.333240677
-13.01503759	0.6931495288	0.8087457154	1.16676948	4.335085354	4.321726892
-12.96992481	0.6913011524	0.806591085	1.166772371	4.323525266	4.310213107
-12.92481203	0.689452776	0.8044364546	1.166775278	4.311965178	4.298699323
-12.87969925	0.6876043996	0.8022818242	1.166778201	4.30040509	4.287185538
-12.83458647	0.6857560232	0.8001271938	1.166781139	4.288845003	4.275671753
-12.78947368	0.6839076468	0.7979725635	1.166784093	4.277284915	4.264157969
-12.7443609	0.6820592704	0.7958179331	1.166787063	4.265724827	4.252644184
-12.69924812	0.680210894	0.7936633027	1.16679005	4.254164739	4.241130399
-12.65413534	0.6783625176	0.7915086723	1.166793052	4.242604651	4.229616614
-12.60902256	0.6765141412	0.7893540419	1.166796071	4.231044563	4.21810283
-12.56390977	0.6746657648	0.7871994116	1.166799107	4.219484475	4.206589045
-12.51879699	0.6728173884	0.7850447812	1.166802159	4.207924387	4.19507526
-12.47368421	0.670969012	0.7828901508	1.166805228	4.1963643	4.183561476
-12.42857143	0.6691206356	0.7807355204	1.166808314	4.184804212	4.172047691
-12.38345865	0.6672722592	0.77858089	1.166811417	4.173244124	4.160533906
-12.33834586	0.6654238828	0.7764262597	1.166814537	4.161684036	4.149020121
-12.29323308	0.6635755064	0.7742716293	1.166817675	4.150123948	4.137506337
-12.2481203	0.66172713	0.7721169989	1.16682083	4.13856386	4.125992552
-12.20300752	0.6598787536	0.7699623685	1.166824003	4.127003772	4.114478767
-12.15789474	0.6580303772	0.7678077381	1.166827193	4.115443684	4.102964982
-12.11278195	0.6561820008	0.7656531077	1.166830402	4.103883596	4.091451198
-12.06766917	0.6543336244	0.7634984774	1.166833629	4.092323509	4.079937413
-12.02255639	0.652485248	0.761343847	1.166836874	4.080763421	4.068423628
-11.97744361	0.6506368716	0.7591892166	1.166840137	4.069203333	4.056909844
-11.93233083	0.6487884952	0.7570345862	1.16684342	4.057643245	4.045396059
-11.88721805	0.6469401188	0.7548799558	1.16684672	4.046083157	4.033882274
-11.84210526	0.6450917423	0.7527253255	1.16685004	4.034523069	4.022368489
-11.79699248	0.6432433659	0.7505706951	1.166853379	4.022962981	4.010854705
-11.7518797	0.6413949895	0.7484160647	1.166856737	4.011402893	3.99934092
-11.70676692	0.6395466131	0.7462614343	1.166860115	3.999842806	3.987827135
-11.66165414	0.6376982367	0.7441068039	1.166863512	3.988282718	3.976313351
-11.61654135	0.6358498603	0.7419521736	1.166866929	3.97672263	3.964799566
-11.57142857	0.6340014839	0.7397975432	1.166870365	3.965162542	3.953285781
-11.52631579	0.6321531075	0.7376429128	1.166873822	3.953602454	3.941771996
-11.48120301	0.6303047311	0.7354882824	1.166877299	3.942042366	3.930258212
-11.43609023	0.6284563547	0.733333652	1.166880797	3.930482278	3.918744427
-11.39097744	0.6266079783	0.7311790216	1.166884315	3.91892219	3.907230642
-11.34586466	0.6247596019	0.7290243913	1.166887854	3.907362102	3.895716857
-11.30075188	0.6229112255	0.7268697609	1.166891414	3.895802015	3.884203073
