# VHH-NNLO SMEFT scan points
# process: WminusHH
# energy_tev: 13.6
# scan_axis: phi
# fixed_wcs: phi=0,phiBox=0,phiD=0,phiW=0,phiq3st=0
#
phi	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
0.5187969925	0.1386366082	0.162356601	1.171094728	0.8670589894	0.8675914757
0.5639097744	0.1367882318	0.1602019706	1.171167786	0.8554989015	0.856077691
0.6090225564	0.1349398554	0.1580473402	1.171242845	0.8439388136	0.8445639063
0.6541353383	0.133091479	0.1558927099	1.17131999	0.8323787257	0.8330501215
0.6992481203	0.1312431026	0.1537380795	1.171399307	0.8208186378	0.8215363368
0.7443609023	0.1293947262	0.1515834491	1.17148089	0.8092585499	0.8100225521
0.7894736842	0.1275463498	0.1494288187	1.171564838	0.7976984621	0.7985087674
0.8345864662	0.1256979734	0.1472741883	1.171651255	0.7861383742	0.7869949827
0.8796992481	0.123849597	0.145119558	1.171740251	0.7745782863	0.7754811979
0.9248120301	0.1220012206	0.1429649276	1.171831944	0.7630181984	0.7639674132
0.969924812	0.1201528442	0.1408102972	1.171926458	0.7514581105	0.7524536285
1.015037594	0.1183044678	0.1386556668	1.172023926	0.7398980226	0.7409398438
1.060150376	0.1164560914	0.1365010364	1.172124487	0.7283379348	0.729426059
1.105263158	0.114607715	0.134346406	1.172228292	0.7167778469	0.7179122743
1.15037594	0.1127593386	0.1321917757	1.1723355	0.705217759	0.7063984896
1.195488722	0.1109109622	0.1300371453	1.172446282	0.6936576711	0.6948847049
1.240601504	0.1090625858	0.1278825149	1.172560819	0.6820975832	0.6833709202
1.285714286	0.1072142094	0.1257278845	1.172679305	0.6705374953	0.6718571354
1.330827068	0.105365833	0.1235732541	1.172801947	0.6589774075	0.6603433507
1.37593985	0.1035174566	0.1214186238	1.17292897	0.6474173196	0.648829566
1.421052632	0.1016690802	0.1192639934	1.173060611	0.6358572317	0.6373157813
1.466165414	0.0998207038	0.117109363	1.173197128	0.6242971438	0.6258019966
1.511278195	0.0979723274	0.1149547326	1.173338795	0.6127370559	0.6142882118
1.556390977	0.09612395099	0.1128001022	1.173485911	0.6011769681	0.6027744271
1.601503759	0.09427557459	0.1106454719	1.173638796	0.5896168802	0.5912606424
1.646616541	0.09242719819	0.1084908415	1.173797795	0.5780567923	0.5797468577
1.691729323	0.09057882179	0.1063362111	1.173963284	0.5664967044	0.5682330729
1.736842105	0.08873044539	0.1041815807	1.174135667	0.5549366165	0.5567192882
1.781954887	0.08688206898	0.1020269503	1.174315385	0.5433765286	0.5452055035
1.827067669	0.08503369258	0.09987231995	1.174502917	0.5318164408	0.5336917188
1.872180451	0.08318531618	0.09771768956	1.174698782	0.5202563529	0.5221779341
1.917293233	0.08133693978	0.09556305918	1.174903549	0.508696265	0.5106641493
1.962406015	0.07948856338	0.0934084288	1.175117839	0.4971361771	0.4991503646
2.007518797	0.07764018698	0.09125379842	1.175342332	0.4855760892	0.4876365799
2.052631579	0.07579181057	0.08909916804	1.175577775	0.4740160013	0.4761227952
2.097744361	0.07394343417	0.08694453766	1.175824989	0.4624559135	0.4646090104
2.142857143	0.07209505777	0.08478990728	1.176084879	0.4508958256	0.4530952257
2.187969925	0.07024668137	0.0826352769	1.176358446	0.4393357377	0.441581441
2.233082707	0.06839830497	0.08048064651	1.176646798	0.4277756498	0.4300676563
2.278195489	0.06654992856	0.07832601613	1.176951168	0.4162155619	0.4185538716
2.323308271	0.06470155216	0.07617138575	1.177272928	0.4046554741	0.4070400868
2.368421053	0.06285317576	0.07401675537	1.177613613	0.3930953862	0.3955263021
2.413533835	0.06100479936	0.07186212499	1.177974942	0.3815352983	0.3840125174
2.458646617	0.05915642296	0.06970749461	1.178358851	0.3699752104	0.3724987327
2.503759398	0.05730804655	0.06755286423	1.178767525	0.3584151225	0.360984948
2.54887218	0.05545967015	0.06539823385	1.17920344	0.3468550346	0.3494711632
2.593984962	0.05361129375	0.06324360346	1.179669414	0.3352949468	0.3379573785
2.639097744	0.05176291735	0.06108897308	1.180168665	0.3237348589	0.3264435938
2.684210526	0.04991454095	0.0589343427	1.180704892	0.312174771	0.3149298091
2.729323308	0.04806616455	0.05677971232	1.181282361	0.3006146831	0.3034160243
2.77443609	0.04621778814	0.05462508194	1.181906018	0.2890545952	0.2919022396
2.819548872	0.04436941174	0.05247045156	1.182581637	0.2774945073	0.2803884549
2.864661654	0.04252103534	0.05031582118	1.183315993	0.2659344195	0.2688746702
2.909774436	0.04067265894	0.0481611908	1.184117096	0.2543743316	0.2573608855
2.954887218	0.03882428254	0.04600656041	1.184994478	0.2428142437	0.2458471007
3	0.03697590613	0.04385193003	1.185959578	0.2312541558	0.234333316
