# VHH-NNLO SMEFT scan points
# process: WminusHH
# energy_tev: 13.6
# scan_axis: phiq3st
# fixed_wcs: phi=0,phiBox=0,phiD=0,phiW=0,phiq3st=0
#
phiq3st	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
-0.01	0.04050594489	0.0442069718	1.091369969	0.2533316711	0.236230567
-0.00984962406	0.042301238	0.04635626321	1.095860675	0.2645597663	0.2477158216
-0.00969924812	0.04409653111	0.04850555462	1.099985722	0.2757878614	0.2592010762
-0.00954887218	0.04589182423	0.05065484603	1.103788025	0.2870159566	0.2706863309
-0.009398496241	0.04768711734	0.05280413743	1.107304035	0.2982440518	0.2821715855
-0.009248120301	0.04948241045	0.05495342884	1.110564913	0.3094721469	0.2936568401
-0.009097744361	0.05127770356	0.05710272025	1.113597456	0.3207002421	0.3051420948
-0.008947368421	0.05307299668	0.05925201166	1.116424837	0.3319283373	0.3166273494
-0.008796992481	0.05486828979	0.06140130306	1.119067193	0.3431564325	0.328112604
-0.008646616541	0.0566635829	0.06355059447	1.121542113	0.3543845276	0.3395978586
-0.008496240602	0.05845887601	0.06569988588	1.12386502	0.3656126228	0.3510831133
-0.008345864662	0.06025416912	0.06784917728	1.126049504	0.376840718	0.3625683679
-0.008195488722	0.06204946224	0.06999846869	1.12810758	0.3880688131	0.3740536225
-0.008045112782	0.06384475535	0.0721477601	1.130049911	0.3992969083	0.3855388772
-0.007894736842	0.06564004846	0.07429705151	1.131885994	0.4105250035	0.3970241318
-0.007744360902	0.06743534157	0.07644634291	1.133624315	0.4217530987	0.4085093864
-0.007593984962	0.06923063469	0.07859563432	1.13527248	0.4329811938	0.4199946411
-0.007443609023	0.0710259278	0.08074492573	1.136837324	0.444209289	0.4314798957
-0.007293233083	0.07282122091	0.08289421713	1.138325012	0.4554373842	0.4429651503
-0.007142857143	0.07461651402	0.08504350854	1.13974111	0.4666654793	0.454450405
-0.006992481203	0.07641180714	0.08719279995	1.141090667	0.4778935745	0.4659356596
-0.006842105263	0.07820710025	0.08934209136	1.142378263	0.4891216697	0.4774209142
-0.006691729323	0.08000239336	0.09149138276	1.143608071	0.5003497649	0.4889061689
-0.006541353383	0.08179768647	0.09364067417	1.144783896	0.51157786	0.5003914235
-0.006390977444	0.08359297958	0.09578996558	1.145909215	0.5228059552	0.5118766781
-0.006240601504	0.0853882727	0.09793925699	1.146987214	0.5340340504	0.5233619328
-0.006090225564	0.08718356581	0.1000885484	1.148020816	0.5452621455	0.5348471874
-0.005939849624	0.08897885892	0.1022378398	1.14901271	0.5564902407	0.546332442
-0.005789473684	0.09077415203	0.1043871312	1.149965369	0.5677183359	0.5578176967
-0.005639097744	0.09256944515	0.1065364226	1.150881076	0.5789464311	0.5693029513
-0.005488721805	0.09436473826	0.108685714	1.15176194	0.5901745262	0.5807882059
-0.005338345865	0.09616003137	0.1108350054	1.152609913	0.6014026214	0.5922734606
-0.005187969925	0.09795532448	0.1129842968	1.153426804	0.6126307166	0.6037587152
-0.005037593985	0.0997506176	0.1151335882	1.15421429	0.6238588118	0.6152439698
-0.004887218045	0.1015459107	0.1172828797	1.154973931	0.6350869069	0.6267292245
-0.004736842105	0.1033412038	0.1194321711	1.155707178	0.6463150021	0.6382144791
-0.004586466165	0.1051364969	0.1215814625	1.156415384	0.6575430973	0.6496997337
-0.004436090226	0.10693179	0.1237307539	1.157099809	0.6687711924	0.6611849884
-0.004285714286	0.1087270832	0.1258800453	1.157761632	0.6799992876	0.672670243
-0.004135338346	0.1105223763	0.1280293367	1.158401955	0.6912273828	0.6841554976
-0.003984962406	0.1123176694	0.1301786281	1.159021807	0.702455478	0.6956407522
-0.003834586466	0.1141129625	0.1323279195	1.159622155	0.7136835731	0.7071260069
-0.003684210526	0.1159082556	0.1344772109	1.160203906	0.7249116683	0.7186112615
-0.003533834586	0.1177035487	0.1366265023	1.160767911	0.7361397635	0.7300965161
-0.003383458647	0.1194988418	0.1387757937	1.161314968	0.7473678586	0.7415817708
-0.003233082707	0.1212941349	0.1409250851	1.161845832	0.7585959538	0.7530670254
-0.003082706767	0.1230894281	0.1430743765	1.16236121	0.769824049	0.76455228
-0.002932330827	0.1248847212	0.1452236679	1.16286177	0.7810521442	0.7760375347
-0.002781954887	0.1266800143	0.1473729594	1.163348143	0.7922802393	0.7875227893
-0.002631578947	0.1284753074	0.1495222508	1.163820922	0.8035083345	0.7990080439
-0.002481203008	0.1302706005	0.1516715422	1.164280671	0.8147364297	0.8104932986
-0.002330827068	0.1320658936	0.1538208336	1.16472792	0.8259645248	0.8219785532
-0.002180451128	0.1338611867	0.155970125	1.165163172	0.83719262	0.8334638078
-0.002030075188	0.1356564798	0.1581194164	1.165586904	0.8484207152	0.8449490625
-0.001879699248	0.137451773	0.1602687078	1.165999567	0.8596488104	0.8564343171
-0.001729323308	0.1392470661	0.1624179992	1.16640159	0.8708769055	0.8679195717
-0.001578947368	0.1410423592	0.1645672906	1.166793377	0.8821050007	0.8794048264
-0.001428571429	0.1428376523	0.166716582	1.167175316	0.8933330959	0.890890081
-0.001278195489	0.1446329454	0.1688658734	1.167547774	0.904561191	0.9023753356
-0.001127819549	0.1464282385	0.1710151648	1.167911098	0.9157892862	0.9138605903
-0.000977443609	0.1482235316	0.1731644562	1.168265621	0.9270173814	0.9253458449
-0.0008270676692	0.1500188247	0.1753137476	1.168611659	0.9382454766	0.9368310995
-0.0006766917293	0.1518141179	0.1774630391	1.168949512	0.9494735717	0.9483163542
-0.0005263157895	0.153609411	0.1796123305	1.169279469	0.9607016669	0.9598016088
-0.0003759398496	0.1554047041	0.1817616219	1.169601802	0.9719297621	0.9712868634
-0.0002255639098	0.1571999972	0.1839109133	1.169916772	0.9831578572	0.9827721181
-7.518796992e-05	0.1589952903	0.1860602047	1.170224629	0.9943859524	0.9942573727
7.518796992e-05	0.1607905834	0.1882094961	1.170525612	1.005614048	1.005742627
0.0002255639098	0.1625858765	0.1903587875	1.170819948	1.016842143	1.017227882
0.0003759398496	0.1643811696	0.1925080789	1.171107855	1.028070238	1.028713137
0.0005263157895	0.1661764628	0.1946573703	1.17138954	1.039298333	1.040198391
0.0006766917293	0.1679717559	0.1968066617	1.171665205	1.050526428	1.051683646
0.0008270676692	0.169767049	0.1989559531	1.171935039	1.061754523	1.0631689
0.000977443609	0.1715623421	0.2011052445	1.172199226	1.072982619	1.074654155
0.001127819549	0.1733576352	0.2032545359	1.172457941	1.084210714	1.08613941
0.001278195489	0.1751529283	0.2054038273	1.172711352	1.095438809	1.097624664
0.001428571429	0.1769482214	0.2075531188	1.172959621	1.106666904	1.109109919
0.001578947368	0.1787435145	0.2097024102	1.173202903	1.117894999	1.120595174
0.001729323308	0.1805388076	0.2118517016	1.173441347	1.129123094	1.132080428
0.001879699248	0.1823341008	0.214000993	1.173675095	1.14035119	1.143565683
0.002030075188	0.1841293939	0.2161502844	1.173904285	1.151579285	1.155050938
0.002180451128	0.185924687	0.2182995758	1.174129048	1.16280738	1.166536192
0.002330827068	0.1877199801	0.2204488672	1.174349513	1.174035475	1.178021447
0.002481203008	0.1895152732	0.2225981586	1.174565801	1.18526357	1.189506701
0.002631578947	0.1913105663	0.22474745	1.174778029	1.196491666	1.200991956
0.002781954887	0.1931058594	0.2268967414	1.174986311	1.207719761	1.212477211
0.002932330827	0.1949011525	0.2290460328	1.175190756	1.218947856	1.223962465
0.003082706767	0.1966964457	0.2311953242	1.175391469	1.230175951	1.23544772
